trip_id,base_fare,surcharge,total_cost,billing_month
T001608,40,15.7,132.2,2026-06
T001609,80,6.8,233.8,2026-06
T001610,80,2.2,239.0,2026-06
T001611,80,19.8,252.4,2026-06
T001612,80,11.8,241.6,2026-06
T001613,80,17.0,259.4,2026-06
T001614,80,6.8,253.4,2026-06
T001615,80,17.4,261.2,2026-06
T001616,15,8.1,101.6,2026-06
T001617,15,15.9,104.9,2026-06
T001618,40,7.7,140.4,2026-06
T001619,40,13.2,143.2,2026-06
T001620,40,7.9,145.1,2026-06
T001621,40,13.1,145.8,2026-06
T001622,80,17.0,328.0,2026-06
T001623,80,3.0,314.0,2026-06
T001624,80,17.9,338.7,2026-06
T001625,80,11.5,325.3,2026-06
T001626,80,6.7,328.9,2026-06
T001627,80,15.7,322.5,2026-06
T001628,80,13.5,335.7,2026-06
T001629,80,6.5,323.1,2026-06
T001630,15,1.4,133.4,2026-06
T001631,15,14.9,144.9,2026-06
T001632,15,17.6,131.1,2026-06
T001633,40,15.8,141.3,2026-06
T001634,40,1.3,127.7,2026-06
T001635,40,17.2,131.9,2026-06
T001636,40,17.5,134.9,2026-06
T001637,40,5.7,118.6,2026-06
T001638,80,5.9,242.7,2026-06
T001639,80,29.6,256.6,2026-06
T001640,80,14.7,255.7,2026-06
T001641,80,19.6,248.0,2026-06
T001642,80,6.9,243.7,2026-06
T001643,15,5.0,94.0,2026-06
T001644,15,5.2,94.2,2026-06
T001645,40,4.8,137.5,2026-06
T001646,40,13.2,141.4,2026-06
T001647,40,14.4,149.8,2026-06
T001648,80,18.4,347.6,2026-06
T001649,80,4.5,316.9,2026-06
T001650,80,15.4,329.2,2026-06
T001651,80,2.9,319.5,2026-06
T001652,15,17.2,145.7,2026-06
T001653,15,8.9,128.9,2026-06
T001654,15,19.7,147.7,2026-06
T001655,15,0.6,108.1,2026-06
T001656,15,10.2,120.7,2026-06
T001657,15,1.9,107.9,2026-06
T001658,40,4.5,123.7,2026-06
T001659,40,1.1,120.3,2026-06
T001660,40,2.9,125.7,2026-06
T001661,40,12.3,137.8,2026-06
T001662,40,19.5,144.1,2026-06
T001663,40,6.7,129.5,2026-06
T001664,40,9.0,125.5,2026-06
T001665,40,6.0,123.4,2026-06
T001666,40,4.6,120.2,2026-06
T001667,40,19.3,136.7,2026-06
T001668,40,10.0,125.6,2026-06
T001669,40,16.4,129.3,2026-06
T001670,80,3.2,230.2,2026-06
T001671,80,14.4,248.4,2026-06
T001672,80,2.1,247.3,2026-06
T001673,80,16.6,256.2,2026-06
T001674,80,2.9,249.5,2026-06
T001675,80,14.8,257.2,2026-06
T001676,80,11.6,247.0,2026-06
T001677,80,7.7,240.3,2026-06
T001678,80,18.6,261.0,2026-06
T001679,80,26.1,253.1,2026-06
T001680,80,3.4,238.8,2026-06
T001681,15,5.8,93.3,2026-06
T001682,15,1.7,97.2,2026-06
T001683,15,11.5,107.5,2026-06
T001684,40,5.7,133.9,2026-06
T001685,40,8.7,135.1,2026-06
T001686,40,15.2,142.5,2026-06
T001687,40,15.1,148.7,2026-06
T001688,40,11.7,148.9,2026-06
T001689,40,4.5,130.9,2026-06
T001690,80,4.5,316.9,2026-06
T001691,80,9.6,322.0,2026-06
T001692,80,19.8,328.0,2026-06
T001693,80,25.7,335.3,2026-06
T001694,80,1.8,315.6,2026-06
T001695,80,18.8,331.2,2026-06
T001696,80,14.4,329.6,2026-06
T001697,80,19.0,351.0,2026-06
T001698,80,20.2,332.6,2026-06
T001699,80,9.1,331.3,2026-06
T001700,80,4.7,326.9,2026-06
T001701,15,2.3,130.8,2026-06
T001702,15,8.2,137.7,2026-06
T001703,15,33.4,147.9,2026-06
T001704,15,18.2,131.2,2026-06
T001705,40,16.8,136.9,2026-06
T001706,40,5.8,124.1,2026-06
T001707,40,14.1,140.5,2026-06
T001708,40,2.0,112.2,2026-06
T001709,40,8.9,119.1,2026-06
T001710,40,6.4,117.5,2026-06
T001711,40,6.0,123.4,2026-06
T001712,80,6.9,233.9,2026-06
T001713,80,1.1,235.1,2026-06
T001714,80,1.5,243.9,2026-06
T001715,80,15.7,256.7,2026-06
T001716,80,18.6,255.4,2026-06
T001717,80,4.0,238.0,2026-06
T001718,80,6.7,249.1,2026-06
T001719,15,4.3,93.8,2026-06
T001720,15,10.9,104.4,2026-06
T001721,40,11.4,146.8,2026-06
T001722,40,4.6,141.8,2026-06
T001723,40,1.1,130.2,2026-06
T001724,40,14.0,144.0,2026-06
T001725,80,18.5,350.5,2026-06
T001726,80,16.2,335.6,2026-06
T001727,80,13.3,341.1,2026-06
T001728,80,15.5,323.7,2026-06
T001729,80,11.2,339.0,2026-06
T001730,80,12.5,329.1,2026-06
T001731,80,14.6,348.0,2026-06
T001732,80,17.1,328.1,2026-06
T001733,15,0.6,131.1,2026-06
T001734,15,0.7,131.7,2026-06
T001735,15,13.1,122.1,2026-06
T001736,40,1.4,122.4,2026-06
T001737,40,20.0,140.1,2026-06
T001738,40,14.5,123.8,2026-06
T001739,40,31.3,144.2,2026-06
T001740,40,16.1,133.5,2026-06
T001741,80,6.4,233.4,2026-06
T001742,80,18.2,246.6,2026-06
T001743,80,15.8,244.2,2026-06
T001744,80,2.2,241.8,2026-06
T001745,80,17.5,251.5,2026-06
T001746,15,16.1,111.1,2026-06
T001747,15,7.4,96.9,2026-06
T001748,40,9.2,141.0,2026-06
T001749,40,8.3,138.3,2026-06
T001750,80,10.0,337.8,2026-06
T001751,80,16.5,338.7,2026-06
T001752,80,9.9,319.5,2026-06
T001753,80,11.6,332.4,2026-06
T001754,15,24.7,152.7,2026-06
T001755,15,8.8,137.3,2026-06
T001756,15,12.5,133.0,2026-06
T001757,15,1.9,115.9,2026-06
T001758,15,4.8,112.3,2026-06
T001759,15,15.5,133.0,2026-06
T001760,40,18.8,139.8,2026-06
T001761,40,1.9,121.1,2026-06
T001762,40,17.4,142.9,2026-06
T001763,40,34.9,159.5,2026-06
T001764,40,19.1,141.0,2026-06
T001765,40,1.0,115.7,2026-06
T001766,40,10.4,126.9,2026-06
T001767,40,17.0,130.8,2026-06
T001768,40,1.6,112.7,2026-06
T001769,40,12.0,126.7,2026-06
T001770,40,7.5,116.8,2026-06
T001771,80,5.2,250.4,2026-06
T001772,80,12.6,255.0,2026-06
T001773,80,2.5,243.5,2026-06
T001774,80,19.4,250.6,2026-06
T001775,80,10.2,252.6,2026-06
T001776,80,7.4,251.2,2026-06
T001777,80,5.6,232.6,2026-06
T001778,80,17.9,244.9,2026-06
T001779,80,11.0,247.8,2026-06
T001780,80,15.6,246.8,2026-06
T001781,80,5.2,235.0,2026-06
T001782,15,4.5,95.0,2026-06
T001783,15,0.9,94.4,2026-06
T001784,15,3.9,95.4,2026-06
T001785,40,3.9,137.5,2026-06
T001786,40,0.6,127.9,2026-06
T001787,40,20.9,152.7,2026-06
T001788,40,21.6,157.9,2026-06
T001789,40,21.5,156.9,2026-06
T001790,40,5.6,136.5,2026-06
T001791,80,10.9,317.7,2026-06
T001792,80,7.6,334.0,2026-06
T001793,80,0.4,310.0,2026-06
T001794,80,17.3,340.9,2026-06
T001795,80,5.4,320.6,2026-06
T001796,80,27.5,349.7,2026-06
T001797,80,16.9,343.3,2026-06
T001798,80,10.2,331.0,2026-06
T001799,80,1.0,314.8,2026-06
T001800,80,18.9,349.5,2026-06
T001801,80,18.8,336.8,2026-06
T001802,80,13.3,336.9,2026-06
T001803,15,1.0,123.5,2026-06
T001804,15,7.9,128.9,2026-06
T001805,15,1.1,117.6,2026-06
T001806,15,13.6,123.6,2026-06
T001807,40,13.4,140.7,2026-06
T001808,40,18.2,141.0,2026-06
T001809,40,1.8,128.2,2026-06
T001810,40,9.2,118.5,2026-06
T001811,40,2.4,113.5,2026-06
T001812,40,15.8,131.4,2026-06
T001813,40,11.5,119.9,2026-06
T001814,80,16.1,245.9,2026-06
T001815,80,15.9,261.1,2026-06
T001816,80,15.6,256.6,2026-06
T001817,80,14.9,255.9,2026-06
T001818,80,17.4,255.6,2026-06
T001819,80,14.7,247.3,2026-06
T001820,80,1.6,246.8,2026-06
T001821,15,5.5,93.5,2026-06
T001822,15,8.2,100.2,2026-06
T001823,40,18.1,149.9,2026-06
T001824,40,7.8,139.6,2026-06
T001825,40,3.5,130.8,2026-06
T001826,40,13.4,144.3,2026-06
T001827,80,14.4,322.6,2026-06
T001828,80,1.1,323.3,2026-06
T001829,80,5.8,329.4,2026-06
T001830,80,2.8,311.0,2026-06
T001831,80,13.7,324.7,2026-06
T001832,80,10.0,332.2,2026-06
T001833,80,10.1,326.7,2026-06
T001834,15,13.8,134.8,2026-06
T001835,15,17.9,149.9,2026-06
T001836,15,18.2,124.7,2026-06
T001837,40,11.9,129.3,2026-06
T001838,40,13.7,132.9,2026-06
T001839,40,6.9,121.6,2026-06
T001840,40,12.5,121.8,2026-06
T001841,40,2.5,114.5,2026-06
T001842,80,6.8,247.8,2026-06
T001843,80,18.8,258.4,2026-06
T001844,80,12.6,239.6,2026-06
T001845,80,19.7,264.9,2026-06
T001846,80,0.4,235.8,2026-06
T001847,15,18.3,108.8,2026-06
T001848,15,11.7,101.2,2026-06
T001849,40,13.5,139.9,2026-06
T001850,40,4.4,134.4,2026-06
T001851,40,13.7,148.2,2026-06
T001852,80,1.2,336.0,2026-06
T001853,80,8.4,344.6,2026-06
T001854,80,1.2,315.0,2026-06
T001855,80,2.2,323.0,2026-06
T001856,15,3.4,135.4,2026-06
T001857,15,0.8,130.3,2026-06
T001858,15,15.8,135.8,2026-06
T001859,15,12.6,129.1,2026-06
T001860,15,0.5,111.5,2026-06
T001861,15,14.7,123.2,2026-06
T001862,40,15.6,135.7,2026-06
T001863,40,18.5,135.9,2026-06
T001864,40,16.6,137.6,2026-06
T001865,40,4.0,125.9,2026-06
T001866,40,12.0,135.7,2026-06
T001867,40,16.4,141.9,2026-06
T001868,40,12.3,127.9,2026-06
T001869,40,8.4,117.7,2026-06
T001870,40,10.7,128.1,2026-06
T001871,40,2.1,116.8,2026-06
T001872,40,12.0,124.9,2026-06
T001873,40,18.4,132.2,2026-06
T001874,80,1.3,243.7,2026-06
T001875,80,8.1,240.7,2026-06
T001876,80,0.1,234.1,2026-06
T001877,80,0.3,235.7,2026-06
T001878,80,7.8,247.4,2026-06
T001879,80,12.7,245.3,2026-06
T001880,80,17.3,262.5,2026-06
T001881,80,18.2,249.4,2026-06
T001882,80,1.9,233.1,2026-06
T001883,80,19.0,260.0,2026-06
T001884,80,13.2,255.6,2026-06
T001885,15,3.7,93.2,2026-06
T001886,15,11.9,99.4,2026-06
T001887,15,9.3,104.8,2026-06
T001888,40,19.4,152.1,2026-06
T001889,40,16.8,150.4,2026-06
T001890,40,9.3,139.3,2026-06
T001891,40,5.8,135.8,2026-06
T001892,40,18.7,147.8,2026-06
T001893,40,17.2,147.2,2026-06
T001894,40,3.9,136.6,2026-06
T001895,80,14.9,324.5,2026-06
T001896,80,8.8,343.6,2026-06
T001897,80,5.1,327.3,2026-06
T001898,80,16.5,348.5,2026-06
T001899,80,11.3,343.3,2026-06
T001900,80,11.8,335.4,2026-06
T001901,80,3.2,315.6,2026-06
T001902,80,4.4,315.4,2026-06
T001903,80,17.3,353.5,2026-06
T001904,80,10.5,338.3,2026-06
T001905,80,13.3,346.7,2026-06
T001906,80,3.0,325.2,2026-06
T001907,80,15.1,326.1,2026-06
T001908,15,30.9,159.9,2026-06
T001909,15,19.7,147.7,2026-06
T001910,15,1.9,116.4,2026-06
T001911,15,13.6,124.6,2026-06
T001912,40,7.2,127.3,2026-06
T001913,40,1.9,122.0,2026-06
T001914,40,6.9,133.3,2026-06
T001915,40,0.4,112.4,2026-06
T001916,40,14.9,129.6,2026-06
T001917,40,2.3,114.3,2026-06
T001918,40,18.7,128.9,2026-06
T001919,80,11.6,254.0,2026-06
T001920,80,4.8,231.8,2026-06
T001921,80,9.3,241.9,2026-06
T001922,80,6.0,252.6,2026-06
T001923,80,12.6,242.4,2026-06
T001924,80,10.4,243.0,2026-06
T001925,80,8.5,239.7,2026-06
T001926,15,6.9,95.4,2026-06
T001927,15,2.5,96.5,2026-06
T001928,40,18.5,147.6,2026-06
T001929,40,2.6,130.8,2026-06
T001930,40,6.4,135.5,2026-06
T001931,40,3.8,136.5,2026-06
T001932,80,13.8,337.4,2026-06
T001933,80,17.5,343.9,2026-06
T001934,80,10.1,316.9,2026-06
T001935,80,19.5,355.7,2026-06
T001936,80,8.9,339.5,2026-06
T001937,80,15.1,338.7,2026-06
T001938,80,8.2,333.2,2026-06
T001939,80,0.9,311.9,2026-06
T001940,15,12.2,143.2,2026-06
T001941,15,16.5,137.5,2026-06
T001942,15,19.9,125.9,2026-06
T001943,40,11.1,129.4,2026-06
T001944,40,23.8,146.6,2026-06
T001945,40,10.4,119.7,2026-06
T001946,40,8.9,120.9,2026-06
T001947,40,9.5,125.1,2026-06
T001948,80,3.6,237.6,2026-06
T001949,80,3.1,234.3,2026-06
T001950,80,0.2,244.0,2026-06
T001951,80,9.5,253.3,2026-06
T001952,80,7.9,234.9,2026-06
T001953,80,18.8,257.0,2026-06
T001954,15,13.8,105.3,2026-06
T001955,15,15.6,111.1,2026-06
T001956,40,15.9,141.4,2026-06
T001957,40,32.4,160.6,2026-06
T001958,40,13.3,141.5,2026-06
T001959,80,2.1,318.7,2026-06
T001960,80,17.6,351.0,2026-06
T001961,80,9.7,320.7,2026-06
T001962,80,13.0,343.6,2026-06
T001963,15,1.2,127.2,2026-06
T001964,15,4.6,135.1,2026-06
T001965,15,9.4,143.4,2026-06
T001966,15,14.4,122.4,2026-06
T001967,15,15.4,130.4,2026-06
T001968,15,5.6,117.6,2026-06
T001969,40,15.9,136.9,2026-06
T001970,40,18.1,136.4,2026-06
T001971,40,10.9,137.3,2026-06
T001972,40,13.3,133.4,2026-06
T001973,40,5.3,128.1,2026-06
T001974,40,10.0,134.6,2026-06
T001975,40,10.7,122.7,2026-06
T001976,40,0.5,117.0,2026-06
T001977,40,10.7,119.1,2026-06
T001978,40,10.8,128.2,2026-06
T001979,40,19.8,135.4,2026-06
T001980,80,13.6,242.0,2026-06
T001981,80,4.4,248.2,2026-06
T001982,80,12.7,250.9,2026-06
T001983,80,8.2,238.0,2026-06
T001984,80,10.8,257.4,2026-06
T001985,80,6.0,248.4,2026-06
T001986,80,7.4,245.6,2026-06
T001987,80,14.1,255.1,2026-06
T001988,80,18.0,245.0,2026-06
T001989,80,17.6,251.6,2026-06
T001990,15,17.6,105.1,2026-06
T001991,15,18.0,110.5,2026-06
T001992,15,15.3,104.8,2026-06
T001993,40,12.6,140.8,2026-06
T001994,40,2.7,138.1,2026-06
T001995,40,3.3,136.0,2026-06
T001996,40,0.5,133.2,2026-06
T001997,40,10.9,140.9,2026-06
T001998,40,2.7,134.5,2026-06
T001999,80,12.6,339.0,2026-06
T002000,80,1.1,309.3,2026-06
T002001,80,12.7,350.3,2026-06
T002002,80,2.1,318.7,2026-06
T002003,80,6.2,314.4,2026-06
T002004,80,18.8,339.6,2026-06
T002005,80,16.6,341.6,2026-06
T002006,80,2.1,321.5,2026-06
T002007,80,0.3,307.1,2026-06
T002008,80,19.2,326.0,2026-06
T002009,80,2.5,331.7,2026-06
T002010,80,0.7,318.7,2026-06
T002011,15,6.1,127.1,2026-06
T002012,15,9.0,131.0,2026-06
T002013,15,20.0,130.5,2026-06
T002014,15,18.6,125.1,2026-06
T002015,40,7.4,127.5,2026-06
T002016,40,19.5,144.1,2026-06
T002017,40,17.7,142.3,2026-06
T002018,40,28.2,148.3,2026-06
T002019,40,19.7,131.7,2026-06
T002020,40,8.4,119.5,2026-06
T002021,40,4.7,119.4,2026-06
T002022,40,0.3,115.9,2026-06
T002023,80,14.1,241.1,2026-06
T002024,80,19.8,260.8,2026-06
T002025,80,17.9,246.3,2026-06
T002026,80,7.4,252.6,2026-06
T002027,80,15.5,252.3,2026-06
T002028,80,14.2,255.2,2026-06
T002029,80,14.5,255.5,2026-06
T002030,80,4.1,242.3,2026-06
T002031,15,0.5,87.5,2026-06
T002032,15,9.5,103.0,2026-06
T002033,40,1.8,137.2,2026-06
T002034,40,6.1,134.3,2026-06
T002035,40,3.0,135.7,2026-06
T002036,40,4.5,131.8,2026-06
T002037,80,5.8,322.4,2026-06
T002038,80,17.0,323.8,2026-06
T002039,80,8.6,316.8,2026-06
T002040,80,0.9,318.9,2026-06
T002041,80,16.8,351.6,2026-06
T002042,80,0.9,323.1,2026-06
T002043,80,8.6,322.4,2026-06
T002044,80,2.8,325.0,2026-06
T002045,15,10.9,142.9,2026-06
T002046,15,17.6,148.6,2026-06
T002047,15,7.3,120.3,2026-06
T002048,40,21.7,143.6,2026-06
T002049,40,6.5,132.9,2026-06
T002050,40,3.0,111.4,2026-06
T002051,40,0.8,112.8,2026-06
T002052,40,12.4,125.3,2026-06
T002053,80,4.0,249.2,2026-06
T002054,80,9.9,250.9,2026-06
T002055,80,10.3,252.7,2026-06
T002056,80,10.4,248.6,2026-06
T002057,80,7.0,248.0,2026-06
T002058,15,30.9,124.4,2026-06
T002059,15,5.3,93.8,2026-06
T002060,40,14.7,147.4,2026-06
T002061,40,13.3,146.9,2026-06
T002062,40,15.2,147.9,2026-06
T002063,80,8.3,341.7,2026-06
T002064,80,4.3,334.9,2026-06
T002065,80,3.7,338.5,2026-06
T002066,80,13.8,337.4,2026-06
T002067,15,7.0,132.5,2026-06
T002068,15,11.2,141.2,2026-06
T002069,15,2.8,123.8,2026-06
T002070,15,16.7,128.2,2026-06
T002071,15,9.4,124.4,2026-06
T002072,15,19.4,131.4,2026-06
T002073,40,2.3,126.0,2026-06
T002074,40,9.3,135.7,2026-06
T002075,40,6.8,126.9,2026-06
T002076,40,18.4,142.1,2026-06
T002077,40,8.9,132.6,2026-06
T002078,40,1.4,114.3,2026-06
T002079,40,5.2,114.5,2026-06
T002080,40,1.6,118.1,2026-06
T002081,40,15.5,130.2,2026-06
T002082,40,19.0,131.9,2026-06
T002083,40,9.2,120.3,2026-06
T002084,80,15.6,259.4,2026-06
T002085,80,4.4,235.6,2026-06
T002086,80,3.3,245.7,2026-06
T002087,80,14.9,250.3,2026-06
T002088,80,14.9,258.7,2026-06
T002089,80,2.6,231.0,2026-06
T002090,80,10.1,255.3,2026-06
T002091,80,0.4,238.6,2026-06
T002092,80,11.6,254.0,2026-06
T002093,80,3.9,240.7,2026-06
T002094,80,8.6,253.8,2026-06
T002095,15,30.2,122.7,2026-06
T002096,15,5.2,94.2,2026-06
T002097,15,4.4,100.4,2026-06
T002098,40,1.1,137.4,2026-06
T002099,40,12.4,146.9,2026-06
T002100,40,6.7,134.0,2026-06
T002101,40,3.6,130.9,2026-06
T002102,40,0.6,131.5,2026-06
T002103,40,2.4,137.8,2026-06
T002104,40,4.0,133.1,2026-06
T002105,80,7.5,335.3,2026-06
T002106,80,0.2,329.4,2026-06
T002107,80,2.5,327.5,2026-06
T002108,80,13.4,342.6,2026-06
T002109,80,5.8,323.8,2026-06
T002110,80,7.4,318.4,2026-06
T002111,80,11.6,319.8,2026-06
T002112,80,7.6,325.6,2026-06
T002113,80,4.0,330.4,2026-06
T002114,80,7.6,329.8,2026-06
T002115,80,5.5,330.5,2026-06
T002116,80,16.9,353.1,2026-06
T002117,15,5.1,132.6,2026-06
T002118,15,17.5,151.0,2026-06
T002119,15,8.7,114.7,2026-06
T002120,15,1.7,115.7,2026-06
T002121,40,1.8,121.0,2026-06
T002122,40,4.9,127.7,2026-06
T002123,40,9.4,135.8,2026-06
T002124,40,2.0,121.2,2026-06
T002125,40,14.0,130.5,2026-06
T002126,40,1.9,114.8,2026-06
T002127,40,16.9,129.8,2026-06
T002128,40,17.6,127.8,2026-06
T002129,80,10.8,251.8,2026-06
T002130,80,17.8,257.4,2026-06
T002131,80,5.4,243.6,2026-06
T002132,80,10.3,245.7,2026-06
T002133,80,15.9,249.9,2026-06
T002134,80,15.8,255.4,2026-06
T002135,80,18.3,245.3,2026-06
T002136,80,1.0,228.0,2026-06
T002137,15,12.1,101.1,2026-06
T002138,15,17.7,108.7,2026-06
T002139,40,18.7,153.2,2026-06
T002140,40,13.8,140.2,2026-06
T002141,40,8.3,135.6,2026-06
T002142,40,19.9,146.3,2026-06
T002143,80,12.5,338.9,2026-06
T002144,80,7.5,324.1,2026-06
T002145,80,27.6,359.6,2026-06
T002146,80,1.7,323.9,2026-06
T002147,80,9.4,328.8,2026-06
T002148,80,16.7,336.1,2026-06
T002149,80,0.1,319.5,2026-06
T002150,80,4.9,320.1,2026-06
T002151,15,10.3,139.3,2026-06
T002152,15,1.8,129.8,2026-06
T002153,15,0.2,112.2,2026-06
T002154,40,18.1,140.9,2026-06
T002155,40,7.1,124.5,2026-06
T002156,40,12.5,121.8,2026-06
T002157,40,1.4,117.0,2026-06
T002158,40,5.5,121.1,2026-06
T002159,80,1.7,245.5,2026-06
T002160,80,18.6,248.4,2026-06
T002161,80,14.0,249.4,2026-06
T002162,80,12.4,242.2,2026-06
T002163,80,5.4,247.8,2026-06
T002164,15,16.5,107.0,2026-06
T002165,15,17.9,108.9,2026-06
T002166,40,6.8,138.6,2026-06
T002167,40,18.6,154.9,2026-06
T002168,40,12.4,146.0,2026-06
T002169,80,0.9,330.1,2026-06
T002170,80,6.2,338.2,2026-06
T002171,80,9.7,322.1,2026-06
T002172,80,20.0,346.4,2026-06
T002173,15,1.0,123.5,2026-06
T002174,15,20.0,141.5,2026-06
T002175,15,8.7,130.7,2026-06
T002176,15,0.8,113.3,2026-06
T002177,15,9.0,123.0,2026-06
T002178,15,12.0,128.0,2026-06
T002179,40,0.5,117.9,2026-06
T002180,40,16.2,133.6,2026-06
T002181,40,14.7,132.1,2026-06
T002182,40,3.2,126.9,2026-06
T002183,40,15.8,133.2,2026-06
T002184,40,3.5,117.3,2026-06
T002185,40,3.5,120.0,2026-06
T002186,40,4.5,119.2,2026-06
T002187,40,17.0,132.6,2026-06
T002188,40,17.8,133.4,2026-06
T002189,40,3.0,119.5,2026-06
T002190,80,19.6,250.8,2026-06
T002191,80,18.1,246.5,2026-06
T002192,80,13.7,242.1,2026-06
T002193,80,2.4,247.6,2026-06
T002194,80,2.3,236.3,2026-06
T002195,80,1.5,241.1,2026-06
T002196,80,1.3,238.1,2026-06
T002197,80,17.7,247.5,2026-06
T002198,80,7.6,248.6,2026-06
T002199,80,10.3,248.5,2026-06
T002200,15,16.4,105.4,2026-06
T002201,15,2.9,93.9,2026-06
T002202,15,12.4,102.4,2026-06
T002203,40,0.8,132.6,2026-06
T002204,40,6.3,140.8,2026-06
T002205,40,13.4,145.2,2026-06
T002206,40,1.8,130.0,2026-06
T002207,40,2.3,132.3,2026-06
T002208,40,4.5,130.0,2026-06
T002209,40,1.0,128.3,2026-06
T002210,80,3.3,328.3,2026-06
T002211,80,17.8,351.2,2026-06
T002212,80,1.6,326.6,2026-06
T002213,80,2.0,324.2,2026-06
T002214,80,16.4,338.6,2026-06
T002215,80,8.2,331.8,2026-06
T002216,80,2.0,338.2,2026-06
T002217,80,11.7,331.1,2026-06
T002218,80,8.4,327.8,2026-06
T002219,80,18.5,336.5,2026-06
T002220,80,4.3,311.1,2026-06
T002221,80,8.6,329.4,2026-06
T002222,15,0.1,132.6,2026-06
T002223,15,2.8,129.3,2026-06
T002224,15,2.6,115.1,2026-06
T002225,15,13.9,122.4,2026-06
T002226,40,13.3,131.6,2026-06
T002227,40,18.0,142.6,2026-06
T002228,40,15.1,140.6,2026-06
T002229,40,14.2,127.1,2026-06
T002230,40,2.7,112.0,2026-06
T002231,40,0.6,112.6,2026-06
T002232,80,19.5,253.5,2026-06
T002233,80,7.1,235.5,2026-06
T002234,80,13.7,247.7,2026-06
T002235,80,1.0,233.6,2026-06
T002236,80,6.3,247.3,2026-06
T002237,80,8.2,254.8,2026-06
T002238,80,0.5,242.9,2026-06
T002239,15,10.9,105.9,2026-06
T002240,15,1.6,88.1,2026-06
T002241,40,12.0,144.7,2026-06
T002242,40,16.8,144.1,2026-06
T002243,40,11.4,143.2,2026-06
T002244,40,16.1,152.4,2026-06
T002245,40,5.3,131.7,2026-06
T002246,80,15.2,344.4,2026-06
T002247,80,15.4,326.4,2026-06
T002248,80,19.2,351.2,2026-06
T002249,80,5.5,312.3,2026-06
T002250,80,4.8,320.0,2026-06
T002251,80,7.4,324.0,2026-06
T002252,80,18.8,343.8,2026-06
T002253,80,2.2,314.6,2026-06
T002254,15,11.9,135.9,2026-06
T002255,15,13.3,133.3,2026-06
T002256,15,12.8,125.8,2026-06
T002257,40,6.4,123.8,2026-06
T002258,40,18.9,136.3,2026-06
T002259,40,23.1,136.0,2026-06
T002260,40,15.4,132.8,2026-06
T002261,40,1.7,116.4,2026-06
T002262,80,31.0,270.6,2026-06
T002263,80,14.9,241.9,2026-06
T002264,80,7.2,251.0,2026-06
T002265,80,15.4,248.0,2026-06
T002266,80,4.9,231.9,2026-06
T002267,15,13.0,108.0,2026-06
T002268,15,0.4,91.9,2026-06
T002269,40,4.2,136.0,2026-06
T002270,40,6.7,140.3,2026-06
T002271,40,19.6,155.9,2026-06
T002272,80,17.6,351.0,2026-06
T002273,80,25.6,349.2,2026-06
T002274,80,9.5,317.7,2026-06
T002275,80,3.6,330.0,2026-06
T002276,15,17.6,139.6,2026-07
T002277,15,10.0,143.5,2026-07
T002278,15,13.9,137.4,2026-07
T002279,15,19.9,126.9,2026-07
T002280,15,9.7,124.7,2026-07
T002281,15,13.8,121.8,2026-07
T002282,40,3.8,128.4,2026-07
T002283,40,23.3,147.9,2026-07
T002284,40,18.9,140.8,2026-07
T002285,40,12.8,139.2,2026-07
T002286,40,3.7,128.3,2026-07
T002287,40,1.5,118.0,2026-07
T002288,40,12.8,121.2,2026-07
T002289,40,15.4,127.4,2026-07
T002290,40,14.1,125.2,2026-07
T002291,40,12.9,124.0,2026-07
T002292,80,15.0,246.2,2026-07
T002293,80,0.8,243.2,2026-07
T002294,80,11.6,238.6,2026-07
T002295,80,4.0,243.6,2026-07
T002296,80,10.8,243.4,2026-07
T002297,80,11.9,252.9,2026-07
T002298,80,7.4,251.2,2026-07
T002299,80,15.2,247.8,2026-07
T002300,80,17.0,255.2,2026-07
T002301,80,3.4,236.0,2026-07
T002302,15,12.0,100.5,2026-07
T002303,15,12.3,101.3,2026-07
T002304,15,21.6,109.6,2026-07
T002305,40,10.0,143.6,2026-07
T002306,40,3.6,135.4,2026-07
T002307,40,4.4,132.6,2026-07
T002308,40,16.5,143.8,2026-07
T002309,40,9.2,145.5,2026-07
T002310,40,7.6,138.5,2026-07
T002311,80,8.8,329.6,2026-07
T002312,80,19.5,347.3,2026-07
T002313,80,14.5,331.1,2026-07
T002314,80,15.6,333.6,2026-07
T002315,80,4.9,311.7,2026-07
T002316,80,19.6,327.8,2026-07
T002317,80,14.6,334.0,2026-07
T002318,80,13.6,347.0,2026-07
T002319,80,17.6,337.0,2026-07
T002320,80,10.8,317.6,2026-07
T002321,80,12.3,334.5,2026-07
T002322,80,4.4,319.6,2026-07
T002323,15,5.1,126.6,2026-07
T002324,15,7.7,128.7,2026-07
T002325,15,3.1,118.1,2026-07
T002326,15,9.5,124.5,2026-07
T002327,40,7.6,128.6,2026-07
T002328,40,14.9,141.3,2026-07
T002329,40,11.8,134.6,2026-07
T002330,40,12.0,124.9,2026-07
T002331,40,15.1,132.5,2026-07
T002332,40,3.7,113.0,2026-07
T002333,40,7.5,116.8,2026-07
T002334,80,8.7,246.9,2026-07
T002335,80,20.0,265.2,2026-07
T002336,80,15.8,247.0,2026-07
T002337,80,7.3,249.7,2026-07
T002338,80,2.1,233.3,2026-07
T002339,80,13.3,247.3,2026-07
T002340,80,1.7,241.3,2026-07
T002341,80,1.9,247.1,2026-07
T002342,15,11.8,106.8,2026-07
