trip_id,timestamp,lat,lon,speed
T001781,2026-06-24T08:45:00,12.912977,77.644144,41.5
T001781,2026-06-24T08:55:00,12.9121,77.6446,26.4
T001782,2026-06-24T08:15:00,12.956297,77.702385,29.2
T001782,2026-06-24T08:21:40,12.95304,77.705634,47.2
T001782,2026-06-24T08:28:20,12.948612,77.692971,40.4
T001782,2026-06-24T08:35:00,12.960842,77.709454,46.9
T001782,2026-06-24T08:41:40,12.959481,77.697279,31.6
T001782,2026-06-24T08:48:20,12.95632,77.701936,20.7
T001782,2026-06-24T08:55:00,12.9569,77.7011,31.0
T001783,2026-06-24T08:15:00,12.964384,77.705341,24.9
T001783,2026-06-24T08:20:42.857143,12.947772,77.684247,39.2
T001783,2026-06-24T08:26:25.714286,12.947257,77.693849,29.0
T001783,2026-06-24T08:32:08.571429,12.958691,77.709508,31.7
T001783,2026-06-24T08:37:51.428571,12.95575,77.699956,12.8
T001783,2026-06-24T08:43:34.285714,12.961017,77.703634,30.8
T001783,2026-06-24T08:49:17.142857,12.958947,77.702636,33.4
T001783,2026-06-24T08:55:00,12.9569,77.7011,13.2
T001784,2026-06-24T08:15:00,12.942159,77.699584,32.4
T001784,2026-06-24T08:20:42.857143,12.964267,77.701896,19.0
T001784,2026-06-24T08:26:25.714286,12.966217,77.698544,31.9
T001784,2026-06-24T08:32:08.571429,12.959781,77.701496,8.6
T001784,2026-06-24T08:37:51.428571,12.954021,77.7031,43.7
T001784,2026-06-24T08:43:34.285714,12.958838,77.70249,8.1
T001784,2026-06-24T08:49:17.142857,12.95841,77.70242,33.7
T001784,2026-06-24T08:55:00,12.9569,77.7011,40.3
T001785,2026-06-24T08:15:00,12.919915,77.60881,29.6
T001785,2026-06-24T08:21:40,12.90668,77.614687,21.9
T001785,2026-06-24T08:28:20,12.907402,77.612028,31.4
T001785,2026-06-24T08:35:00,12.918777,77.612351,32.2
T001785,2026-06-24T08:41:40,12.921495,77.612885,37.4
T001785,2026-06-24T08:48:20,12.917555,77.611543,23.7
T001785,2026-06-24T08:55:00,12.9166,77.6101,25.9
T001786,2026-06-24T08:15:00,12.924308,77.600085,27.4
T001786,2026-06-24T08:21:40,12.901338,77.610363,40.2
T001786,2026-06-24T08:28:20,12.917068,77.614912,30.7
T001786,2026-06-24T08:35:00,12.913748,77.609167,39.8
T001786,2026-06-24T08:41:40,12.918989,77.608041,14.1
T001786,2026-06-24T08:48:20,12.916945,77.60913,26.2
T001786,2026-06-24T08:55:00,12.9166,77.6101,27.0
T001787,2026-06-24T08:15:00,12.8991,77.611946,20.1
T001787,2026-06-24T08:20:00,12.928294,77.608519,17.5
T001787,2026-06-24T08:25:00,12.914983,77.612722,55.8
T001787,2026-06-24T08:30:00,12.903414,77.602606,41.1
T001787,2026-06-24T08:35:00,12.909055,77.610148,23.2
T001787,2026-06-24T08:40:00,12.914198,77.609454,24.7
T001787,2026-06-24T08:45:00,12.919243,77.613421,32.3
T001787,2026-06-24T08:50:00,12.916305,77.610423,36.1
T001787,2026-06-24T08:55:00,12.9166,77.6101,43.3
T001788,2026-06-24T08:15:00,12.919614,77.60868,26.5
T001788,2026-06-24T08:20:42.857143,12.90353,77.604192,25.6
T001788,2026-06-24T08:26:25.714286,12.91251,77.603988,38.6
T001788,2026-06-24T08:32:08.571429,12.916006,77.622481,30.2
T001788,2026-06-24T08:37:51.428571,12.921058,77.609208,21.4
T001788,2026-06-24T08:43:34.285714,12.917351,77.613801,27.1
T001788,2026-06-24T08:49:17.142857,12.917238,77.610468,27.0
T001788,2026-06-24T08:55:00,12.9166,77.6101,27.9
T001789,2026-06-24T08:15:00,12.927594,77.608249,31.5
T001789,2026-06-24T08:25:00,12.9251,77.609376,33.6
T001789,2026-06-24T08:35:00,12.92019,77.61141,29.9
T001789,2026-06-24T08:45:00,12.919228,77.614432,27.1
T001789,2026-06-24T08:55:00,12.9166,77.6101,32.8
T001791,2026-06-24T08:15:00,13.014425,77.597762,19.9
T001791,2026-06-24T08:21:40,13.046998,77.608238,15.4
T001791,2026-06-24T08:28:20,13.030922,77.600132,23.4
T001791,2026-06-24T08:35:00,13.034412,77.591912,17.9
T001791,2026-06-24T08:41:40,13.033766,77.597436,30.0
T001791,2026-06-24T08:48:20,13.034139,77.595085,15.6
T001791,2026-06-24T08:55:00,13.0355,77.597,32.3
T001792,2026-06-24T08:15:00,13.041183,77.604273,36.5
T001792,2026-06-24T08:25:00,13.028442,77.608052,19.8
T001792,2026-06-24T08:35:00,13.043867,77.599343,40.7
T001792,2026-06-24T08:45:00,13.036427,77.598642,35.1
T001792,2026-06-24T08:55:00,13.0355,77.597,19.0
T001793,2026-06-24T08:15:00,13.031264,77.603227,33.8
T001793,2026-06-24T08:23:00,13.044081,77.60194,46.7
T001793,2026-06-24T08:31:00,13.022932,77.591014,21.0
T001793,2026-06-24T08:39:00,13.029997,77.597452,29.6
T001793,2026-06-24T08:47:00,13.039451,77.598808,22.9
T001793,2026-06-24T08:55:00,13.0355,77.597,29.4
T001794,2026-06-24T08:15:00,13.036388,77.590075,18.7
T001794,2026-06-24T08:25:00,13.040559,77.604754,33.1
T001794,2026-06-24T08:35:00,13.033309,77.593687,23.9
T001794,2026-06-24T08:45:00,13.03495,77.59482,38.5
T001794,2026-06-24T08:55:00,13.0355,77.597,14.0
T001795,2026-06-24T08:15:00,13.026274,77.587854,40.1
T001795,2026-06-24T08:20:42.857143,13.043261,77.601712,37.2
T001795,2026-06-24T08:26:25.714286,13.036705,77.595513,26.4
T001795,2026-06-24T08:32:08.571429,13.039142,77.598355,8.3
T001795,2026-06-24T08:37:51.428571,13.039282,77.599511,31.3
T001795,2026-06-24T08:43:34.285714,13.039526,77.594693,17.3
T001795,2026-06-24T08:49:17.142857,13.036216,77.595919,44.7
T001795,2026-06-24T08:55:00,13.0355,77.597,24.0
T001796,2026-06-24T08:15:00,13.019942,77.602046,23.6
T001796,2026-06-24T08:20:00,13.034161,77.586377,12.8
T001796,2026-06-24T08:25:00,13.034795,77.608661,43.2
T001796,2026-06-24T08:30:00,13.029821,77.592375,29.7
T001796,2026-06-24T08:35:00,13.02217,77.59407,30.2
T001796,2026-06-24T08:40:00,13.034638,77.589878,9.7
T001796,2026-06-24T08:45:00,13.031922,77.596806,19.6
T001796,2026-06-24T08:50:00,13.037446,77.595329,40.3
T001796,2026-06-24T08:55:00,13.0355,77.597,34.6
T001797,2026-06-24T08:15:00,13.035282,77.61101,26.3
T001797,2026-06-24T08:20:00,13.037628,77.594653,19.3
T001797,2026-06-24T08:25:00,13.032449,77.58797,31.9
T001797,2026-06-24T08:30:00,13.033576,77.596373,56.2
T001797,2026-06-24T08:35:00,13.033485,77.598569,27.5
T001797,2026-06-24T08:40:00,13.039841,77.597894,25.3
T001797,2026-06-24T08:45:00,13.041231,77.594851,26.1
T001797,2026-06-24T08:50:00,13.036646,77.595977,35.7
T001797,2026-06-24T08:55:00,13.0355,77.597,37.8
T001798,2026-06-24T08:15:00,13.040041,77.596852,36.9
T001798,2026-06-24T08:23:00,13.038065,77.601303,31.5
T001798,2026-06-24T08:31:00,13.040577,77.595798,29.6
T001798,2026-06-24T08:39:00,13.035614,77.595248,38.1
T001798,2026-06-24T08:47:00,13.037481,77.599412,20.4
T001798,2026-06-24T08:55:00,13.0355,77.597,43.0
T001800,2026-06-24T08:15:00,13.007031,77.593617,47.1
T001800,2026-06-24T08:21:40,13.039475,77.586917,22.4
T001800,2026-06-24T08:28:20,13.032843,77.604528,12.9
T001800,2026-06-24T08:35:00,13.040786,77.600948,50.4
T001800,2026-06-24T08:41:40,13.037276,77.592869,27.5
T001800,2026-06-24T08:48:20,13.033848,77.597648,45.4
T001800,2026-06-24T08:55:00,13.0355,77.597,21.8
T001801,2026-06-24T08:15:00,13.019992,77.603363,32.8
T001801,2026-06-24T08:25:00,13.032799,77.611216,23.1
T001801,2026-06-24T08:35:00,13.027456,77.60091,13.8
T001801,2026-06-24T08:45:00,13.035691,77.60035,33.0
T001801,2026-06-24T08:55:00,13.0355,77.597,40.7
T001802,2026-06-24T08:15:00,13.057436,77.602434,25.6
T001802,2026-06-24T08:20:42.857143,13.034128,77.592882,21.5
T001802,2026-06-24T08:26:25.714286,13.036341,77.601853,44.1
T001802,2026-06-24T08:32:08.571429,13.02432,77.583063,44.3
T001802,2026-06-24T08:37:51.428571,13.035745,77.597469,33.0
T001802,2026-06-24T08:43:34.285714,13.034966,77.602643,32.9
T001802,2026-06-24T08:49:17.142857,13.034861,77.596488,26.6
T001802,2026-06-24T08:55:00,13.0355,77.597,29.2
T001803,2026-06-24T10:15:00,12.9744,77.7389,17.0
T001803,2026-06-24T10:23:00,12.975891,77.741986,12.6
T001803,2026-06-24T10:31:00,12.963944,77.751609,20.1
T001803,2026-06-24T10:39:00,12.974821,77.751708,29.9
T001803,2026-06-24T10:47:00,12.970576,77.751208,34.2
T001803,2026-06-24T10:55:00,12.9698,77.75,34.3
T001804,2026-06-24T10:15:00,12.989779,77.736929,33.7
T001804,2026-06-24T10:21:40,12.981586,77.728215,30.3
T001804,2026-06-24T10:28:20,12.975708,77.757441,40.2
T001804,2026-06-24T10:35:00,12.97443,77.74832,32.6
T001804,2026-06-24T10:41:40,12.976505,77.754212,21.3
T001804,2026-06-24T10:48:20,12.971576,77.75226,19.2
T001804,2026-06-24T10:55:00,12.9698,77.75,37.2
T001805,2026-06-24T10:15:00,12.841103,77.648148,29.9
T001805,2026-06-24T10:20:42.857143,12.838951,77.66955,21.9
T001805,2026-06-24T10:26:25.714286,12.845462,77.643121,28.0
T001805,2026-06-24T10:32:08.571429,12.844191,77.660609,41.0
T001805,2026-06-24T10:37:51.428571,12.847764,77.661896,20.6
T001805,2026-06-24T10:43:34.285714,12.851306,77.654948,16.0
T001805,2026-06-24T10:49:17.142857,12.844108,77.660472,28.4
T001805,2026-06-24T10:55:00,12.8452,77.6602,39.6
T001806,2026-06-24T10:15:00,12.842869,77.656892,32.2
T001806,2026-06-24T10:20:42.857143,12.847949,77.670528,10.8
T001806,2026-06-24T10:26:25.714286,12.84374,77.667428,11.2
T001806,2026-06-24T10:32:08.571429,12.844225,77.661347,17.0
T001806,2026-06-24T10:37:51.428571,12.842303,77.655103,30.8
T001806,2026-06-24T10:43:34.285714,12.838058,77.658013,20.8
T001806,2026-06-24T10:49:17.142857,12.846497,77.657969,41.0
T001806,2026-06-24T10:55:00,12.8452,77.6602,23.7
T001807,2026-06-24T10:15:00,12.931001,77.620984,19.9
T001807,2026-06-24T10:23:00,12.932367,77.627469,15.4
T001807,2026-06-24T10:31:00,12.929493,77.632599,18.9
T001807,2026-06-24T10:39:00,12.94099,77.622391,14.4
T001807,2026-06-24T10:47:00,12.937941,77.627991,22.2
T001807,2026-06-24T10:55:00,12.9352,77.6245,29.6
T001808,2026-06-24T10:15:00,12.930347,77.625518,12.3
T001808,2026-06-24T10:20:00,12.935447,77.623406,7.1
T001808,2026-06-24T10:25:00,12.92742,77.616125,12.2
T001808,2026-06-24T10:30:00,12.93067,77.62768,21.7
T001808,2026-06-24T10:35:00,12.940942,77.622686,31.3
T001808,2026-06-24T10:40:00,12.937066,77.630252,20.8
T001808,2026-06-24T10:45:00,12.936306,77.622133,45.2
T001808,2026-06-24T10:50:00,12.9339,77.62498,43.6
T001808,2026-06-24T10:55:00,12.9352,77.6245,18.1
T001809,2026-06-24T10:15:00,12.940409,77.642497,39.6
T001809,2026-06-24T10:21:40,12.937149,77.62458,21.9
T001809,2026-06-24T10:28:20,12.937807,77.623108,29.9
T001809,2026-06-24T10:35:00,12.931495,77.618491,28.3
T001809,2026-06-24T10:41:40,12.935211,77.622514,20.3
T001809,2026-06-24T10:48:20,12.936131,77.625258,46.8
T001809,2026-06-24T10:55:00,12.9352,77.6245,26.1
T001810,2026-06-24T10:15:00,12.958252,77.618408,18.8
T001810,2026-06-24T10:20:00,12.978989,77.65214,36.1
T001810,2026-06-24T10:25:00,12.974059,77.641326,29.2
T001810,2026-06-24T10:30:00,12.9793,77.637174,28.4
T001810,2026-06-24T10:35:00,12.966127,77.642996,28.2
T001810,2026-06-24T10:40:00,12.981599,77.635658,37.4
T001810,2026-06-24T10:45:00,12.970619,77.643261,35.5
T001810,2026-06-24T10:50:00,12.971538,77.639911,17.4
T001810,2026-06-24T10:55:00,12.9719,77.6412,25.7
T001811,2026-06-24T10:15:00,12.985678,77.632274,23.8
T001811,2026-06-24T10:21:40,12.982865,77.642436,35.6
T001811,2026-06-24T10:28:20,12.965532,77.643046,32.3
T001811,2026-06-24T10:35:00,12.967072,77.641505,23.8
T001811,2026-06-24T10:41:40,12.972807,77.63679,17.5
T001811,2026-06-24T10:48:20,12.969578,77.639283,21.7
T001811,2026-06-24T10:55:00,12.9719,77.6412,28.9
T001812,2026-06-24T10:15:00,12.966846,77.638815,14.0
T001812,2026-06-24T10:21:40,12.976122,77.643307,30.8
T001812,2026-06-24T10:28:20,12.962688,77.636932,18.6
T001812,2026-06-24T10:35:00,12.973897,77.643369,27.6
T001812,2026-06-24T10:41:40,12.975125,77.646169,31.5
T001812,2026-06-24T10:48:20,12.973018,77.640297,20.7
T001812,2026-06-24T10:55:00,12.9719,77.6412,35.0
T001813,2026-06-24T10:15:00,12.981855,77.640391,14.6
T001813,2026-06-24T10:21:40,12.973261,77.649609,26.2
T001813,2026-06-24T10:28:20,12.97871,77.643633,30.9
T001813,2026-06-24T10:35:00,12.970316,77.63392,23.7
T001813,2026-06-24T10:41:40,12.970456,77.643118,27.8
T001813,2026-06-24T10:48:20,12.973705,77.641669,23.0
T001813,2026-06-24T10:55:00,12.9719,77.6412,29.6
T001814,2026-06-24T10:15:00,12.891335,77.647347,19.8
T001814,2026-06-24T10:20:42.857143,12.903172,77.643209,7.7
T001814,2026-06-24T10:26:25.714286,12.91767,77.639571,25.3
T001814,2026-06-24T10:32:08.571429,12.91454,77.643316,16.3
T001814,2026-06-24T10:37:51.428571,12.918553,77.638032,5.6
T001814,2026-06-24T10:43:34.285714,12.914599,77.64043,40.5
T001814,2026-06-24T10:49:17.142857,12.912638,77.645004,22.3
T001814,2026-06-24T10:55:00,12.9121,77.6446,19.2
T001815,2026-06-24T10:15:00,12.922152,77.635788,31.8
T001815,2026-06-24T10:23:00,12.904949,77.643212,23.4
T001815,2026-06-24T10:31:00,12.907927,77.645547,15.9
T001815,2026-06-24T10:39:00,12.915817,77.640274,15.3
T001815,2026-06-24T10:47:00,12.911595,77.643855,31.6
T001815,2026-06-24T10:55:00,12.9121,77.6446,37.9
T001816,2026-06-24T10:15:00,12.913727,77.633047,15.0
T001816,2026-06-24T10:20:00,12.915271,77.6627,34.6
T001816,2026-06-24T10:25:00,12.902984,77.636141,34.2
T001816,2026-06-24T10:30:00,12.916605,77.644942,25.9
T001816,2026-06-24T10:35:00,12.914711,77.639443,38.3
T001816,2026-06-24T10:40:00,12.913426,77.641576,27.2
T001816,2026-06-24T10:45:00,12.920776,77.643866,33.6
T001816,2026-06-24T10:50:00,12.913143,77.64484,24.0
T001816,2026-06-24T10:55:00,12.9121,77.6446,26.6
T001817,2026-06-24T10:15:00,12.908591,77.655096,30.8
T001817,2026-06-24T10:20:00,12.902662,77.631614,24.8
T001817,2026-06-24T10:25:00,12.911035,77.637894,40.4
T001817,2026-06-24T10:30:00,12.921399,77.643432,43.3
T001817,2026-06-24T10:35:00,12.914229,77.634789,7.7
T001817,2026-06-24T10:40:00,12.913379,77.644021,18.7
T001817,2026-06-24T10:45:00,12.913192,77.650072,28.7
T001817,2026-06-24T10:50:00,12.91157,77.643724,16.2
T001817,2026-06-24T10:55:00,12.9121,77.6446,26.6
T001818,2026-06-24T10:15:00,12.918956,77.653303,20.6
T001818,2026-06-24T10:20:42.857143,12.917295,77.643145,36.1
T001818,2026-06-24T10:26:25.714286,12.905177,77.646525,28.7
T001818,2026-06-24T10:32:08.571429,12.915198,77.63099,20.8
T001818,2026-06-24T10:37:51.428571,12.91461,77.652106,38.5
T001818,2026-06-24T10:43:34.285714,12.913254,77.642178,31.0
T001818,2026-06-24T10:49:17.142857,12.912936,77.647144,19.1
T001818,2026-06-24T10:55:00,12.9121,77.6446,26.0
T001819,2026-06-24T10:15:00,12.916917,77.640795,29.8
T001819,2026-06-24T10:21:40,12.914229,77.645191,20.5
T001819,2026-06-24T10:28:20,12.917622,77.645809,21.3
T001819,2026-06-24T10:35:00,12.908073,77.639448,40.0
T001819,2026-06-24T10:41:40,12.909722,77.641567,18.1
T001819,2026-06-24T10:48:20,12.908785,77.648273,28.9
T001819,2026-06-24T10:55:00,12.9121,77.6446,15.4
T001820,2026-06-24T10:15:00,12.912497,77.65166,16.0
T001820,2026-06-24T10:21:40,12.911202,77.649019,40.4
T001820,2026-06-24T10:28:20,12.904505,77.638994,33.1
T001820,2026-06-24T10:35:00,12.920158,77.646029,16.9
T001820,2026-06-24T10:41:40,12.908465,77.645049,31.6
T001820,2026-06-24T10:48:20,12.911731,77.642802,39.0
T001820,2026-06-24T10:55:00,12.9121,77.6446,10.3
T001821,2026-06-24T10:15:00,12.968912,77.707227,13.7
T001821,2026-06-24T10:21:40,12.958946,77.714904,22.0
T001821,2026-06-24T10:28:20,12.967956,77.703672,41.4
T001821,2026-06-24T10:35:00,12.957697,77.70048,46.4
T001821,2026-06-24T10:41:40,12.959305,77.700316,32.2
T001821,2026-06-24T10:48:20,12.955959,77.70128,40.0
T001821,2026-06-24T10:55:00,12.9569,77.7011,18.3
T001822,2026-06-24T10:15:00,12.954132,77.684516,38.9
T001822,2026-06-24T10:23:00,12.956769,77.702717,37.1
T001822,2026-06-24T10:31:00,12.961926,77.69765,34.0
T001822,2026-06-24T10:39:00,12.959277,77.702364,38.6
T001822,2026-06-24T10:47:00,12.958499,77.702555,41.7
T001822,2026-06-24T10:55:00,12.9569,77.7011,36.2
T001823,2026-06-24T10:15:00,12.899418,77.607892,41.7
T001823,2026-06-24T10:20:00,12.920404,77.61769,19.3
T001823,2026-06-24T10:25:00,12.918868,77.625347,36.0
T001823,2026-06-24T10:30:00,12.914262,77.599516,14.9
T001823,2026-06-24T10:35:00,12.919883,77.611204,46.0
T001823,2026-06-24T10:40:00,12.916843,77.604533,25.7
T001823,2026-06-24T10:45:00,12.916706,77.609137,28.0
T001823,2026-06-24T10:50:00,12.917066,77.607567,21.3
T001823,2026-06-24T10:55:00,12.9166,77.6101,15.2
T001824,2026-06-24T10:15:00,12.909513,77.620228,25.0
T001824,2026-06-24T10:23:00,12.929159,77.612985,30.6
T001824,2026-06-24T10:31:00,12.911666,77.60538,21.8
T001824,2026-06-24T10:39:00,12.916229,77.614521,36.2
T001824,2026-06-24T10:47:00,12.91566,77.605916,20.8
T001824,2026-06-24T10:55:00,12.9166,77.6101,46.3
T001826,2026-06-24T10:15:00,12.908141,77.602858,24.1
T001826,2026-06-24T10:20:00,12.926743,77.622993,49.5
T001826,2026-06-24T10:25:00,12.911285,77.611152,24.0
T001826,2026-06-24T10:30:00,12.91546,77.615912,27.5
T001826,2026-06-24T10:35:00,12.923179,77.607519,35.4
T001826,2026-06-24T10:40:00,12.91494,77.60321,17.8
T001826,2026-06-24T10:45:00,12.91691,77.614904,23.4
T001826,2026-06-24T10:50:00,12.916389,77.610712,22.0
T001826,2026-06-24T10:55:00,12.9166,77.6101,23.6
T001827,2026-06-24T10:15:00,13.048055,77.587998,20.5
T001827,2026-06-24T10:20:42.857143,13.029489,77.595697,21.8
T001827,2026-06-24T10:26:25.714286,13.034253,77.59077,35.8
T001827,2026-06-24T10:32:08.571429,13.030082,77.5913,33.2
T001827,2026-06-24T10:37:51.428571,13.038596,77.596035,36.7
T001827,2026-06-24T10:43:34.285714,13.037777,77.602426,35.3
T001827,2026-06-24T10:49:17.142857,13.037939,77.597088,42.0
T001827,2026-06-24T10:55:00,13.0355,77.597,21.1
T001828,2026-06-24T10:15:00,13.025189,77.608972,34.7
T001828,2026-06-24T10:25:00,13.017855,77.587005,49.6
T001828,2026-06-24T10:35:00,13.041398,77.594085,13.1
T001828,2026-06-24T10:45:00,13.032376,77.598273,47.8
T001828,2026-06-24T10:55:00,13.0355,77.597,25.0
T001829,2026-06-24T10:15:00,13.03687,77.592729,24.9
T001829,2026-06-24T10:21:40,13.03726,77.600744,21.1
T001829,2026-06-24T10:28:20,13.030586,77.599696,21.5
T001829,2026-06-24T10:35:00,13.032208,77.597528,28.3
T001829,2026-06-24T10:41:40,13.034019,77.600508,32.9
T001829,2026-06-24T10:48:20,13.038863,77.596586,35.1
T001829,2026-06-24T10:55:00,13.0355,77.597,24.4
T001830,2026-06-24T10:15:00,13.042233,77.571884,26.7
T001830,2026-06-24T10:20:42.857143,13.029885,77.590512,23.4
T001830,2026-06-24T10:26:25.714286,13.024933,77.604518,6.7
T001830,2026-06-24T10:32:08.571429,13.036467,77.592157,47.8
T001830,2026-06-24T10:37:51.428571,13.035597,77.5879,33.5
T001830,2026-06-24T10:43:34.285714,13.032378,77.599814,34.2
T001830,2026-06-24T10:49:17.142857,13.037604,77.597267,36.2
T001830,2026-06-24T10:55:00,13.0355,77.597,38.7
T001831,2026-06-24T10:15:00,13.019634,77.595226,32.0
T001831,2026-06-24T10:23:00,13.049307,77.596481,24.6
T001831,2026-06-24T10:31:00,13.031546,77.593194,45.9
T001831,2026-06-24T10:39:00,13.031241,77.595343,42.2
T001831,2026-06-24T10:47:00,13.037805,77.601632,38.7
T001831,2026-06-24T10:55:00,13.0355,77.597,17.9
T001832,2026-06-24T10:15:00,13.03318,77.589432,22.0
T001832,2026-06-24T10:20:42.857143,13.032048,77.587615,25.4
T001832,2026-06-24T10:26:25.714286,13.035887,77.59412,5.0
T001832,2026-06-24T10:32:08.571429,13.034618,77.59673,47.0
T001832,2026-06-24T10:37:51.428571,13.035615,77.60101,23.7
T001832,2026-06-24T10:43:34.285714,13.039209,77.594301,33.0
T001832,2026-06-24T10:49:17.142857,13.036701,77.597991,49.6
T001832,2026-06-24T10:55:00,13.0355,77.597,39.6
T001833,2026-06-24T10:15:00,13.035445,77.584268,35.6
T001833,2026-06-24T10:21:40,13.040545,77.596128,45.6
T001833,2026-06-24T10:28:20,13.032585,77.585468,47.0
T001833,2026-06-24T10:35:00,13.040556,77.60013,24.6
T001833,2026-06-24T10:41:40,13.03664,77.592799,25.7
T001833,2026-06-24T10:48:20,13.033994,77.597436,37.2
T001833,2026-06-24T10:55:00,13.0355,77.597,30.0
T001834,2026-06-24T21:15:00,12.976639,77.736234,18.3
T001834,2026-06-24T21:20:00,12.954573,77.735947,25.0
T001834,2026-06-24T21:25:00,12.968376,77.751704,19.0
T001834,2026-06-24T21:30:00,12.975011,77.748664,31.1
T001834,2026-06-24T21:35:00,12.953691,77.750015,35.9
T001834,2026-06-24T21:40:00,12.961264,77.750124,20.1
T001834,2026-06-24T21:45:00,12.973652,77.746782,49.6
T001834,2026-06-24T21:50:00,12.971415,77.750142,13.6
T001834,2026-06-24T21:55:00,12.9698,77.75,29.1
T001835,2026-06-24T21:15:00,12.976786,77.748437,23.1
T001835,2026-06-24T21:25:00,12.979977,77.759903,21.8
T001835,2026-06-24T21:35:00,12.965974,77.758822,27.0
T001835,2026-06-24T21:45:00,12.969808,77.749369,41.2
T001835,2026-06-24T21:55:00,12.9698,77.75,52.2
T001836,2026-06-24T21:15:00,12.844309,77.666802,22.8
T001836,2026-06-24T21:21:40,12.832332,77.645679,24.8
T001836,2026-06-24T21:28:20,12.847984,77.651125,29.8
T001836,2026-06-24T21:35:00,12.846107,77.659362,18.7
T001836,2026-06-24T21:41:40,12.846001,77.659726,37.8
T001836,2026-06-24T21:48:20,12.843045,77.66039,15.3
T001836,2026-06-24T21:55:00,12.8452,77.6602,18.8
T001837,2026-06-24T21:15:00,12.93226,77.645694,18.6
T001837,2026-06-24T21:20:00,12.925323,77.612294,15.8
T001837,2026-06-24T21:25:00,12.92298,77.626106,36.5
T001837,2026-06-24T21:30:00,12.935413,77.615842,23.3
T001837,2026-06-24T21:35:00,12.939407,77.62279,20.0
T001837,2026-06-24T21:40:00,12.929523,77.622915,21.0
T001837,2026-06-24T21:45:00,12.934984,77.625691,25.2
T001837,2026-06-24T21:50:00,12.935431,77.62509,15.7
T001837,2026-06-24T21:55:00,12.9352,77.6245,33.2
T001838,2026-06-24T21:15:00,12.951791,77.622174,41.0
T001838,2026-06-24T21:20:00,12.937742,77.640706,10.2
T001838,2026-06-24T21:25:00,12.938816,77.604453,27.4
T001838,2026-06-24T21:30:00,12.941581,77.633535,35.4
T001838,2026-06-24T21:35:00,12.933747,77.627226,53.2
T001838,2026-06-24T21:40:00,12.935483,77.628104,23.7
T001838,2026-06-24T21:45:00,12.937876,77.626765,21.9
T001838,2026-06-24T21:50:00,12.936172,77.625531,35.4
T001838,2026-06-24T21:55:00,12.9352,77.6245,18.7
T001839,2026-06-24T21:15:00,12.980375,77.636277,29.1
T001839,2026-06-24T21:20:00,12.975333,77.630014,40.6
T001839,2026-06-24T21:25:00,12.975109,77.634761,24.6
T001839,2026-06-24T21:30:00,12.981239,77.643799,18.4
T001839,2026-06-24T21:35:00,12.967982,77.644324,35.4
T001839,2026-06-24T21:40:00,12.973261,77.640107,36.1
T001839,2026-06-24T21:45:00,12.97112,77.639063,43.9
T001839,2026-06-24T21:50:00,12.972511,77.640219,29.3
T001839,2026-06-24T21:55:00,12.9719,77.6412,30.3
T001840,2026-06-24T21:15:00,12.971517,77.619616,11.0
T001840,2026-06-24T21:20:42.857143,12.952324,77.641326,38.5
T001840,2026-06-24T21:26:25.714286,12.97841,77.63206,18.8
T001840,2026-06-24T21:32:08.571429,12.96446,77.641708,37.3
T001840,2026-06-24T21:37:51.428571,12.976775,77.638287,29.1
T001840,2026-06-24T21:43:34.285714,12.969774,77.641266,21.7
T001840,2026-06-24T21:49:17.142857,12.9711,77.639311,3.0
T001840,2026-06-24T21:55:00,12.9719,77.6412,30.0
T001841,2026-06-24T21:15:00,12.96021,77.637693,6.8
T001841,2026-06-24T21:21:40,12.971966,77.645085,31.8
T001841,2026-06-24T21:28:20,12.967888,77.626906,15.6
T001841,2026-06-24T21:35:00,12.978182,77.645595,27.1
T001841,2026-06-24T21:41:40,12.972441,77.637775,40.9
T001841,2026-06-24T21:48:20,12.970701,77.641929,14.7
T001841,2026-06-24T21:55:00,12.9719,77.6412,18.5
T001842,2026-06-24T21:15:00,12.932042,77.654316,25.0
T001842,2026-06-24T21:23:00,12.917049,77.653753,20.3
T001842,2026-06-24T21:31:00,12.902949,77.642467,40.7
T001842,2026-06-24T21:39:00,12.908849,77.64866,25.4
T001842,2026-06-24T21:47:00,12.915612,77.649091,38.3
T001842,2026-06-24T21:55:00,12.9121,77.6446,28.6
T001843,2026-06-24T21:15:00,12.921167,77.647149,25.6
T001843,2026-06-24T21:20:00,12.918581,77.656954,22.2
T001843,2026-06-24T21:25:00,12.898694,77.639542,31.0
T001843,2026-06-24T21:30:00,12.913113,77.650113,46.6
T001843,2026-06-24T21:35:00,12.913158,77.642567,20.7
T001843,2026-06-24T21:40:00,12.9114,77.647792,22.0
T001843,2026-06-24T21:45:00,12.913591,77.641889,27.8
T001843,2026-06-24T21:50:00,12.910164,77.64389,42.8
T001843,2026-06-24T21:55:00,12.9121,77.6446,30.7
T001844,2026-06-24T21:15:00,12.929941,77.658308,33.4
T001844,2026-06-24T21:20:00,12.898643,77.639106,19.0
T001844,2026-06-24T21:25:00,12.906317,77.656426,26.5
T001844,2026-06-24T21:30:00,12.907988,77.639926,22.7
T001844,2026-06-24T21:35:00,12.914763,77.636465,29.0
T001844,2026-06-24T21:40:00,12.913688,77.638092,13.8
T001844,2026-06-24T21:45:00,12.911981,77.648202,40.0
T001844,2026-06-24T21:50:00,12.911339,77.646362,24.8
T001844,2026-06-24T21:55:00,12.9121,77.6446,36.4
