trip_id,route_id,driver_id,vendor_id,shift_id,scheduled_pickup_time,actual_pickup_time,scheduled_drop_time,actual_drop_time,distance_km,cost,mode,status
T002041,R022,D0028,V3,S2,2026-06-26T10:15:00,2026-06-26T10:16:06,2026-06-26T11:00:00,2026-06-26T11:00:00,18.2,351.6,cab,completed
T002042,R022,D0031,V3,S2,2026-06-26T10:15:00,2026-06-26T10:28:24,2026-06-26T11:00:00,2026-06-26T11:10:55.409258,17.3,323.1,cab,completed
T002043,R022,D0064,V3,S2,2026-06-26T10:15:00,2026-06-26T10:16:42,2026-06-26T11:00:00,2026-06-26T11:01:04.673444,16.7,322.4,cab,completed
T002044,R022,D0014,V5,S2,2026-06-26T10:15:00,2026-06-26T10:30:48,2026-06-26T11:00:00,2026-06-26T11:15:13.028618,17.3,325.0,cab,completed
T002045,R003,D0091,V4,S3,2026-06-26T21:15:00,2026-06-26T21:33:30,2026-06-26T22:00:00,2026-06-26T22:16:03.930529,23.4,142.9,shuttle,completed
T002046,R003,D0007,V4,S3,2026-06-26T21:15:00,2026-06-26T21:32:54,2026-06-26T22:00:00,2026-06-26T22:17:53.277598,23.2,148.6,shuttle,completed
T002047,R006,D0050,V5,S3,2026-06-26T21:15:00,2026-06-26T21:16:30,2026-06-26T22:00:00,2026-06-26T22:00:00,19.6,120.3,shuttle,completed
T002048,R008,D0009,V1,S3,2026-06-26T21:15:00,2026-06-26T21:18:12,2026-06-26T22:00:00,2026-06-26T22:00:00,9.1,143.6,nodal,completed
T002049,R008,D0073,V2,S3,2026-06-26T21:15:00,2026-06-26T21:20:54,2026-06-26T22:00:00,2026-06-26T22:03:17.347828,9.6,132.9,nodal,completed
T002050,R011,D0078,V2,S3,2026-06-26T21:15:00,2026-06-26T21:25:54,2026-06-26T22:00:00,2026-06-26T22:08:25.653520,7.6,111.4,nodal,completed
T002051,R011,D0106,V2,S3,2026-06-26T21:15:00,2026-06-26T21:17:12,2026-06-26T22:00:00,2026-06-26T22:00:00,8.0,112.8,nodal,completed
T002052,R011,D0082,V1,S3,2026-06-26T21:15:00,2026-06-26T21:18:18,2026-06-26T22:00:00,2026-06-26T22:00:00,8.1,125.3,nodal,completed
T002053,R013,D0108,V5,S3,2026-06-26T21:15:00,,2026-06-26T22:00:00,,11.8,249.2,cab,no_show
T002054,R013,D0108,V5,S3,2026-06-26T21:15:00,2026-06-26T21:18:42,2026-06-26T22:00:00,2026-06-26T22:03:36.290799,11.5,250.9,cab,completed
T002055,R013,D0098,V5,S3,2026-06-26T21:15:00,2026-06-26T21:19:30,2026-06-26T22:00:00,2026-06-26T22:00:11.211922,11.6,252.7,cab,completed
T002056,R013,D0023,V3,S3,2026-06-26T21:15:00,2026-06-26T21:20:00,2026-06-26T22:00:00,2026-06-26T22:00:52.379189,11.3,248.6,cab,completed
T002057,R013,D0014,V5,S3,2026-06-26T21:15:00,2026-06-26T21:22:42,2026-06-26T22:00:00,2026-06-26T22:03:24.886661,11.5,248.0,cab,completed
T002058,R018,D0012,V2,S3,2026-06-26T21:15:00,2026-06-26T21:21:00,2026-06-26T22:00:00,2026-06-26T22:03:22.659792,15.7,124.4,shuttle,completed
T002059,R018,D0026,V4,S3,2026-06-26T21:15:00,2026-06-26T21:23:42,2026-06-26T22:00:00,2026-06-26T22:05:23.129221,14.7,93.8,shuttle,completed
T002060,R020,D0043,V1,S3,2026-06-26T21:15:00,2026-06-26T21:15:18,2026-06-26T22:00:00,2026-06-26T22:00:00,10.3,147.4,nodal,completed
T002061,R020,D0072,V2,S3,2026-06-26T21:15:00,2026-06-26T21:26:36,2026-06-26T22:00:00,2026-06-26T22:06:52.748671,10.4,146.9,nodal,completed
T002062,R020,D0032,V1,S3,2026-06-26T21:15:00,2026-06-26T21:17:00,2026-06-26T22:00:00,2026-06-26T22:01:06.937398,10.3,147.9,nodal,completed
T002063,R022,D0100,V3,S3,2026-06-26T21:15:00,2026-06-26T21:28:48,2026-06-26T22:00:00,2026-06-26T22:09:59.408941,18.1,341.7,cab,completed
T002064,R022,D0058,V1,S3,2026-06-26T21:15:00,2026-06-26T21:22:48,2026-06-26T22:00:00,2026-06-26T22:07:31.011292,17.9,334.9,cab,completed
T002065,R022,D0069,V5,S3,2026-06-26T21:15:00,2026-06-26T21:19:30,2026-06-26T22:00:00,2026-06-26T22:01:23.442496,18.2,338.5,cab,completed
T002066,R022,D0053,V1,S3,2026-06-26T21:15:00,2026-06-26T21:21:00,2026-06-26T22:00:00,2026-06-26T22:03:39.048591,17.4,337.4,cab,completed
T002067,R003,D0017,V2,S1,2026-06-29T08:15:00,2026-06-29T08:18:42,2026-06-29T09:00:00,2026-06-29T09:01:29.975828,22.1,132.5,shuttle,completed
T002068,R003,D0119,V4,S1,2026-06-29T08:15:00,2026-06-29T08:16:54,2026-06-29T09:00:00,2026-06-29T09:00:33.983019,23.0,141.2,shuttle,completed
T002069,R003,D0029,V2,S1,2026-06-29T08:15:00,2026-06-29T08:15:00,2026-06-29T09:00:00,2026-06-29T09:00:00,21.2,123.8,shuttle,completed
T002070,R006,D0051,V2,S1,2026-06-29T08:15:00,,2026-06-29T09:00:00,,19.3,128.2,shuttle,no_show
T002071,R006,D0034,V4,S1,2026-06-29T08:15:00,2026-06-29T08:19:36,2026-06-29T09:00:00,2026-06-29T09:02:32.137342,20.0,124.4,shuttle,completed
T002072,R006,D0050,V5,S1,2026-06-29T08:15:00,2026-06-29T08:22:24,2026-06-29T09:00:00,2026-06-29T09:04:24.757095,19.4,131.4,shuttle,completed
T002073,R008,D0008,V1,S1,2026-06-29T08:15:00,2026-06-29T08:25:12,2026-06-29T09:00:00,2026-06-29T09:06:32.426820,9.3,126.0,nodal,completed
T002074,R008,D0111,V1,S1,2026-06-29T08:15:00,2026-06-29T08:17:12,2026-06-29T09:00:00,2026-06-29T09:00:00,9.6,135.7,nodal,completed
T002075,R008,D0096,V2,S1,2026-06-29T08:15:00,2026-06-29T08:15:18,2026-06-29T09:00:00,2026-06-29T09:00:00,8.9,126.9,nodal,completed
T002076,R008,D0081,V2,S1,2026-06-29T08:15:00,2026-06-29T08:15:48,2026-06-29T09:00:00,2026-06-29T09:00:00,9.3,142.1,nodal,completed
T002077,R008,D0003,V1,S1,2026-06-29T08:15:00,2026-06-29T08:17:42,2026-06-29T09:00:00,2026-06-29T09:02:04.368759,9.3,132.6,nodal,completed
T002078,R011,D0024,V1,S1,2026-06-29T08:15:00,2026-06-29T08:16:42,2026-06-29T09:00:00,2026-06-29T09:00:00,8.1,114.3,nodal,completed
T002079,R011,D0106,V2,S1,2026-06-29T08:15:00,2026-06-29T08:17:18,2026-06-29T09:00:00,2026-06-29T09:00:00,7.7,114.5,nodal,completed
T002080,R011,D0033,V1,S1,2026-06-29T08:15:00,,2026-06-29T09:00:00,,8.5,118.1,nodal,no_show
T002081,R011,D0097,V2,S1,2026-06-29T08:15:00,2026-06-29T08:16:42,2026-06-29T09:00:00,2026-06-29T09:00:00,8.3,130.2,nodal,completed
T002082,R011,D0051,V2,S1,2026-06-29T08:15:00,2026-06-29T08:24:54,2026-06-29T09:00:00,2026-06-29T09:05:18.083956,8.1,131.9,nodal,completed
T002083,R011,D0068,V1,S1,2026-06-29T08:15:00,2026-06-29T08:29:48,2026-06-29T09:00:00,2026-06-29T09:12:19.728008,7.9,120.3,nodal,completed
T002084,R013,D0048,V5,S1,2026-06-29T08:15:00,2026-06-29T08:16:12,2026-06-29T09:00:00,2026-06-29T09:00:00,11.7,259.4,cab,completed
T002085,R013,D0079,V3,S1,2026-06-29T08:15:00,2026-06-29T08:21:12,2026-06-29T09:00:00,2026-06-29T09:02:04.095993,10.8,235.6,cab,completed
T002086,R013,D0047,V3,S1,2026-06-29T08:15:00,2026-06-29T08:22:42,2026-06-29T09:00:00,2026-06-29T09:06:18.802213,11.6,245.7,cab,completed
T002087,R013,D0053,V1,S1,2026-06-29T08:15:00,2026-06-29T08:17:24,2026-06-29T09:00:00,2026-06-29T09:00:00,11.1,250.3,cab,completed
T002088,R013,D0046,V5,S1,2026-06-29T08:15:00,2026-06-29T08:24:12,2026-06-29T09:00:00,2026-06-29T09:09:09.238242,11.7,258.7,cab,completed
T002089,R013,D0048,V5,S1,2026-06-29T08:15:00,2026-06-29T08:18:42,2026-06-29T09:00:00,2026-06-29T09:00:00,10.6,231.0,cab,completed
T002090,R013,D0032,V1,S1,2026-06-29T08:15:00,2026-06-29T08:15:18,2026-06-29T09:00:00,2026-06-29T09:00:03.841945,11.8,255.3,cab,completed
T002091,R013,D0006,V5,S1,2026-06-29T08:15:00,2026-06-29T08:15:36,2026-06-29T09:00:00,2026-06-29T09:00:00,11.3,238.6,cab,completed
T002092,R013,D0010,V1,S1,2026-06-29T08:15:00,2026-06-29T08:21:48,2026-06-29T09:00:00,2026-06-29T09:04:10.277955,11.6,254.0,cab,completed
T002093,R013,D0082,V1,S1,2026-06-29T08:15:00,2026-06-29T08:21:06,2026-06-29T09:00:00,2026-06-29T09:02:42.553663,11.2,240.7,cab,completed
T002094,R013,D0076,V3,S1,2026-06-29T08:15:00,2026-06-29T08:15:54,2026-06-29T09:00:00,2026-06-29T09:00:00,11.8,253.8,cab,completed
T002095,R018,D0025,V2,S1,2026-06-29T08:15:00,2026-06-29T08:26:00,2026-06-29T09:00:00,2026-06-29T09:09:26.738840,15.5,122.7,shuttle,completed
T002096,R018,D0119,V4,S1,2026-06-29T08:15:00,2026-06-29T08:16:06,2026-06-29T09:00:00,2026-06-29T09:00:00,14.8,94.2,shuttle,completed
T002097,R018,D0038,V5,S1,2026-06-29T08:15:00,2026-06-29T08:16:24,2026-06-29T09:00:00,2026-06-29T09:00:00,16.2,100.4,shuttle,completed
T002098,R020,D0020,V2,S1,2026-06-29T08:15:00,2026-06-29T08:23:18,2026-06-29T09:00:00,2026-06-29T09:04:43.024911,10.7,137.4,nodal,completed
T002099,R020,D0058,V1,S1,2026-06-29T08:15:00,2026-06-29T08:37:42,2026-06-29T09:00:00,2026-06-29T09:18:06.092686,10.5,146.9,nodal,completed
T002100,R020,D0068,V1,S1,2026-06-29T08:15:00,2026-06-29T08:16:24,2026-06-29T09:00:00,2026-06-29T09:00:56.888518,9.7,134.0,nodal,completed
T002101,R020,D0008,V1,S1,2026-06-29T08:15:00,2026-06-29T08:28:42,2026-06-29T09:00:00,2026-06-29T09:11:38.871871,9.7,130.9,nodal,completed
T002102,R020,D0058,V1,S1,2026-06-29T08:15:00,2026-06-29T08:16:48,2026-06-29T09:00:00,2026-06-29T09:00:00,10.1,131.5,nodal,completed
T002103,R020,D0040,V1,S1,2026-06-29T08:15:00,2026-06-29T08:16:18,2026-06-29T09:00:00,2026-06-29T09:00:04.797740,10.6,137.8,nodal,completed
T002104,R020,D0090,V2,S1,2026-06-29T08:15:00,2026-06-29T08:21:54,2026-06-29T09:00:00,2026-06-29T09:06:49.071323,9.9,133.1,nodal,completed
T002105,R022,D0071,V5,S1,2026-06-29T08:15:00,2026-06-29T08:16:12,2026-06-29T09:00:00,2026-06-29T09:00:00,17.7,335.3,cab,completed
T002106,R022,D0047,V3,S1,2026-06-29T08:15:00,2026-06-29T08:19:18,2026-06-29T09:00:00,2026-06-29T09:00:18.240783,17.8,329.4,cab,completed
T002107,R022,D0028,V3,S1,2026-06-29T08:15:00,2026-06-29T08:15:54,2026-06-29T09:00:00,2026-06-29T09:00:00,17.5,327.5,cab,completed
T002108,R022,D0027,V3,S1,2026-06-29T08:15:00,2026-06-29T08:26:18,2026-06-29T09:00:00,2026-06-29T09:07:58.782441,17.8,342.6,cab,completed
T002109,R022,D0031,V3,S1,2026-06-29T08:15:00,2026-06-29T08:17:30,2026-06-29T09:00:00,2026-06-29T09:00:00,17.0,323.8,cab,completed
T002110,R022,D0042,V5,S1,2026-06-29T08:15:00,2026-06-29T08:39:42,2026-06-29T09:00:00,2026-06-29T09:22:54.885407,16.5,318.4,cab,completed
T002111,R022,D0065,V3,S1,2026-06-29T08:15:00,2026-06-29T08:17:54,2026-06-29T09:00:00,2026-06-29T09:00:00,16.3,319.8,cab,completed
T002112,R022,D0110,V1,S1,2026-06-29T08:15:00,2026-06-29T08:16:06,2026-06-29T09:00:00,2026-06-29T09:00:00,17.0,325.6,cab,completed
T002113,R022,D0080,V1,S1,2026-06-29T08:15:00,2026-06-29T08:16:06,2026-06-29T09:00:00,2026-06-29T09:00:00,17.6,330.4,cab,completed
T002114,R022,D0008,V1,S1,2026-06-29T08:15:00,2026-06-29T08:17:12,2026-06-29T09:00:00,2026-06-29T09:00:00,17.3,329.8,cab,completed
T002115,R022,D0085,V3,S1,2026-06-29T08:15:00,2026-06-29T08:22:30,2026-06-29T09:00:00,2026-06-29T09:06:11.957041,17.5,330.5,cab,completed
T002116,R022,D0016,V5,S1,2026-06-29T08:15:00,,2026-06-29T09:00:00,2026-06-29T09:04:47.996004,18.3,353.1,cab,completed
T002117,R003,D0094,V2,S2,2026-06-29T10:15:00,2026-06-29T10:15:18,2026-06-29T11:00:00,2026-06-29T11:00:00,22.5,132.6,shuttle,completed
T002118,R003,D0106,V2,S2,2026-06-29T10:15:00,2026-06-29T10:17:36,2026-06-29T11:00:00,2026-06-29T11:00:00,23.7,151.0,shuttle,completed
T002119,R006,D0022,V5,S2,2026-06-29T10:15:00,2026-06-29T10:22:06,2026-06-29T11:00:00,2026-06-29T11:02:54.323262,18.2,114.7,shuttle,completed
T002120,R006,D0044,V4,S2,2026-06-29T10:15:00,2026-06-29T10:24:06,2026-06-29T11:00:00,2026-06-29T11:08:24.468388,19.8,115.7,shuttle,completed
T002121,R008,D0058,V1,S2,2026-06-29T10:15:00,2026-06-29T10:19:18,2026-06-29T11:00:00,2026-06-29T11:03:29.933154,8.8,121.0,nodal,completed
T002122,R008,D0063,V2,S2,2026-06-29T10:15:00,2026-06-29T10:15:18,2026-06-29T11:00:00,2026-06-29T11:00:00,9.2,127.7,nodal,completed
T002123,R008,D0078,V2,S2,2026-06-29T10:15:00,2026-06-29T10:16:24,2026-06-29T11:00:00,2026-06-29T11:00:00,9.6,135.8,nodal,completed
T002124,R008,D0040,V1,S2,2026-06-29T10:15:00,2026-06-29T10:21:00,2026-06-29T11:00:00,2026-06-29T11:02:17.028629,8.8,121.2,nodal,completed
T002125,R011,D0078,V2,S2,2026-06-29T10:15:00,2026-06-29T10:22:54,2026-06-29T11:00:00,2026-06-29T11:04:01.378442,8.5,130.5,nodal,completed
T002126,R011,D0002,V2,S2,2026-06-29T10:15:00,2026-06-29T10:16:06,2026-06-29T11:00:00,2026-06-29T11:00:00,8.1,114.8,nodal,completed
T002127,R011,D0024,V1,S2,2026-06-29T10:15:00,2026-06-29T10:25:42,2026-06-29T11:00:00,2026-06-29T11:09:16.365857,8.1,129.8,nodal,completed
T002128,R011,D0063,V2,S2,2026-06-29T10:15:00,2026-06-29T10:16:12,2026-06-29T11:00:00,2026-06-29T11:00:00,7.8,127.8,nodal,completed
T002129,R013,D0009,V1,S2,2026-06-29T10:15:00,2026-06-29T10:15:30,2026-06-29T11:00:00,2026-06-29T11:00:00,11.5,251.8,cab,completed
T002130,R013,D0010,V1,S2,2026-06-29T10:15:00,2026-06-29T10:18:30,2026-06-29T11:00:00,2026-06-29T11:01:53.793875,11.4,257.4,cab,completed
T002131,R013,D0068,V1,S2,2026-06-29T10:15:00,2026-06-29T10:16:42,2026-06-29T11:00:00,2026-06-29T11:00:00,11.3,243.6,cab,completed
T002132,R013,D0043,V1,S2,2026-06-29T10:15:00,2026-06-29T10:15:36,2026-06-29T11:00:00,2026-06-29T11:00:06.043754,11.1,245.7,cab,completed
T002133,R013,D0031,V3,S2,2026-06-29T10:15:00,2026-06-29T10:15:12,2026-06-29T11:00:00,2026-06-29T11:00:00,11.0,249.9,cab,completed
T002134,R013,D0101,V5,S2,2026-06-29T10:15:00,2026-06-29T10:23:36,2026-06-29T11:00:00,2026-06-29T11:07:46.688621,11.4,255.4,cab,completed
T002135,R013,D0053,V1,S2,2026-06-29T10:15:00,2026-06-29T10:16:06,2026-06-29T11:00:00,2026-06-29T11:00:00,10.5,245.3,cab,completed
T002136,R013,D0009,V1,S2,2026-06-29T10:15:00,2026-06-29T10:18:36,2026-06-29T11:00:00,2026-06-29T11:02:42.530268,10.5,228.0,cab,completed
T002137,R018,D0017,V2,S2,2026-06-29T10:15:00,2026-06-29T10:30:06,2026-06-29T11:00:00,2026-06-29T11:13:37.010075,14.8,101.1,shuttle,completed
T002138,R018,D0001,V2,S2,2026-06-29T10:15:00,2026-06-29T10:17:18,2026-06-29T11:00:00,2026-06-29T11:00:54.979808,15.2,108.7,shuttle,completed
T002139,R020,D0054,V2,S2,2026-06-29T10:15:00,2026-06-29T10:29:06,2026-06-29T11:00:00,2026-06-29T11:10:52.629325,10.5,153.2,nodal,completed
T002140,R020,D0056,V1,S2,2026-06-29T10:15:00,2026-06-29T10:23:00,2026-06-29T11:00:00,2026-06-29T11:03:51.237196,9.6,140.2,nodal,completed
T002141,R020,D0058,V1,S2,2026-06-29T10:15:00,2026-06-29T10:23:00,2026-06-29T11:00:00,2026-06-29T11:06:11.760300,9.7,135.6,nodal,completed
T002142,R020,D0058,V1,S2,2026-06-29T10:15:00,2026-06-29T10:27:12,2026-06-29T11:00:00,2026-06-29T11:11:18.552059,9.6,146.3,nodal,completed
T002143,R022,D0043,V1,S2,2026-06-29T10:15:00,2026-06-29T10:20:42,2026-06-29T11:00:00,2026-06-29T11:00:58.517023,17.6,338.9,cab,completed
T002144,R022,D0100,V3,S2,2026-06-29T10:15:00,2026-06-29T10:15:42,2026-06-29T11:00:00,2026-06-29T11:00:28.305229,16.9,324.1,cab,completed
T002145,R022,D0035,V1,S2,2026-06-29T10:15:00,2026-06-29T10:19:54,2026-06-29T11:00:00,2026-06-29T11:03:22.251968,18.0,359.6,cab,completed
T002146,R022,D0117,V1,S2,2026-06-29T10:15:00,2026-06-29T10:17:48,2026-06-29T11:00:00,2026-06-29T11:00:55.067136,17.3,323.9,cab,completed
T002147,R022,D0024,V1,S2,2026-06-29T10:15:00,2026-06-29T10:19:18,2026-06-29T11:00:00,2026-06-29T11:00:00,17.1,328.8,cab,completed
T002148,R022,D0013,V5,S2,2026-06-29T10:15:00,2026-06-29T10:20:18,2026-06-29T11:00:00,2026-06-29T11:02:55.859562,17.1,336.1,cab,completed
T002149,R022,D0005,V1,S2,2026-06-29T10:15:00,2026-06-29T10:16:36,2026-06-29T11:00:00,2026-06-29T11:01:17.202761,17.1,319.5,cab,completed
T002150,R022,D0103,V5,S2,2026-06-29T10:15:00,2026-06-29T10:15:18,2026-06-29T11:00:00,2026-06-29T11:00:05.960640,16.8,320.1,cab,completed
T002151,R003,D0048,V5,S3,2026-06-29T21:15:00,2026-06-29T21:21:00,2026-06-29T22:00:00,2026-06-29T22:02:21.991588,22.8,139.3,shuttle,completed
T002152,R003,D0044,V4,S3,2026-06-29T21:15:00,2026-06-29T21:19:24,2026-06-29T22:00:00,2026-06-29T22:01:11.731796,22.6,129.8,shuttle,completed
T002153,R006,D0116,V5,S3,2026-06-29T21:15:00,2026-06-29T21:22:54,2026-06-29T22:00:00,2026-06-29T22:06:29.905253,19.4,112.2,shuttle,completed
T002154,R008,D0002,V2,S3,2026-06-29T21:15:00,,2026-06-29T22:00:00,,9.2,140.9,nodal,no_show
T002155,R008,D0053,V1,S3,2026-06-29T21:15:00,2026-06-29T21:20:42,2026-06-29T22:00:00,2026-06-29T22:02:49.460053,8.6,124.5,nodal,completed
T002156,R011,D0090,V2,S3,2026-06-29T21:15:00,2026-06-29T21:25:54,2026-06-29T22:00:00,2026-06-29T22:10:02.166428,7.7,121.8,nodal,completed
T002157,R011,D0090,V2,S3,2026-06-29T21:15:00,2026-06-29T21:22:30,2026-06-29T22:00:00,2026-06-29T22:05:42.360561,8.4,117.0,nodal,completed
T002158,R011,D0066,V2,S3,2026-06-29T21:15:00,,2026-06-29T22:00:00,,8.4,121.1,nodal,no_show
T002159,R013,D0028,V3,S3,2026-06-29T21:15:00,2026-06-29T21:16:12,2026-06-29T22:00:00,2026-06-29T22:00:00,11.7,245.5,cab,completed
T002160,R013,D0082,V1,S3,2026-06-29T21:15:00,2026-06-29T21:15:18,2026-06-29T22:00:00,2026-06-29T22:00:00,10.7,248.4,cab,completed
T002161,R013,D0083,V3,S3,2026-06-29T21:15:00,2026-06-29T21:15:12,2026-06-29T22:00:00,2026-06-29T22:00:00,11.1,249.4,cab,completed
T002162,R013,D0112,V1,S3,2026-06-29T21:15:00,2026-06-29T21:20:30,2026-06-29T22:00:00,2026-06-29T22:04:19.595885,10.7,242.2,cab,completed
T002163,R013,D0018,V5,S3,2026-06-29T21:15:00,2026-06-29T21:39:36,2026-06-29T22:00:00,2026-06-29T22:22:42.863295,11.6,247.8,cab,completed
T002164,R018,D0004,V5,S3,2026-06-29T21:15:00,2026-06-29T21:15:36,2026-06-29T22:00:00,2026-06-29T22:00:00,15.1,107.0,shuttle,completed
T002165,R018,D0099,V5,S3,2026-06-29T21:15:00,2026-06-29T21:17:00,2026-06-29T22:00:00,2026-06-29T22:00:13.733018,15.2,108.9,shuttle,completed
T002166,R020,D0112,V1,S3,2026-06-29T21:15:00,2026-06-29T21:17:30,2026-06-29T22:00:00,2026-06-29T22:00:00,10.2,138.6,nodal,completed
T002167,R020,D0003,V1,S3,2026-06-29T21:15:00,2026-06-29T21:26:00,2026-06-29T22:00:00,2026-06-29T22:10:25.792174,10.7,154.9,nodal,completed
T002168,R020,D0056,V1,S3,2026-06-29T21:15:00,2026-06-29T21:18:24,2026-06-29T22:00:00,2026-06-29T22:02:16.292476,10.4,146.0,nodal,completed
T002169,R022,D0009,V1,S3,2026-06-29T21:15:00,2026-06-29T21:28:54,2026-06-29T22:00:00,2026-06-29T22:12:22.240319,17.8,330.1,cab,completed
T002170,R022,D0037,V3,S3,2026-06-29T21:15:00,2026-06-29T21:15:54,2026-06-29T22:00:00,2026-06-29T22:00:00,18.0,338.2,cab,completed
T002171,R022,D0022,V5,S3,2026-06-29T21:15:00,2026-06-29T21:17:24,2026-06-29T22:00:00,2026-06-29T22:00:42.930096,16.6,322.1,cab,completed
T002172,R022,D0111,V1,S3,2026-06-29T21:15:00,2026-06-29T21:31:48,2026-06-29T22:00:00,2026-06-29T22:15:49.216937,17.6,346.4,cab,completed
T002173,R003,D0026,V4,S1,2026-06-30T08:15:00,2026-06-30T08:17:18,2026-06-30T09:00:00,2026-06-30T09:00:00,21.5,123.5,shuttle,completed
T002174,R003,D0102,V4,S1,2026-06-30T08:15:00,2026-06-30T08:29:06,2026-06-30T09:00:00,2026-06-30T09:12:54.116609,21.3,141.5,shuttle,completed
T002175,R003,D0102,V4,S1,2026-06-30T08:15:00,2026-06-30T08:30:42,2026-06-30T09:00:00,2026-06-30T09:15:09.587740,21.4,130.7,shuttle,completed
T002176,R006,D0006,V5,S1,2026-06-30T08:15:00,,2026-06-30T09:00:00,,19.5,113.3,shuttle,no_show
T002177,R006,D0096,V2,S1,2026-06-30T08:15:00,2026-06-30T08:21:42,2026-06-30T09:00:00,2026-06-30T09:01:43.038375,19.8,123.0,shuttle,completed
T002178,R006,D0059,V4,S1,2026-06-30T08:15:00,2026-06-30T08:20:24,2026-06-30T09:00:00,2026-06-30T09:02:09.449058,20.2,128.0,shuttle,completed
T002179,R008,D0005,V1,S1,2026-06-30T08:15:00,2026-06-30T08:16:30,2026-06-30T09:00:00,2026-06-30T09:01:07.947290,8.6,117.9,nodal,completed
T002180,R008,D0110,V1,S1,2026-06-30T08:15:00,2026-06-30T08:20:12,2026-06-30T09:00:00,2026-06-30T09:00:41.311625,8.6,133.6,nodal,completed
T002181,R008,D0086,V1,S1,2026-06-30T08:15:00,2026-06-30T08:21:00,2026-06-30T09:00:00,2026-06-30T09:01:40.826042,8.6,132.1,nodal,completed
T002182,R008,D0053,V1,S1,2026-06-30T08:15:00,2026-06-30T08:30:12,2026-06-30T09:00:00,2026-06-30T09:12:26.680981,9.3,126.9,nodal,completed
T002183,R008,D0066,V2,S1,2026-06-30T08:15:00,2026-06-30T08:15:18,2026-06-30T09:00:00,2026-06-30T09:00:00,8.6,133.2,nodal,completed
T002184,R011,D0009,V1,S1,2026-06-30T08:15:00,2026-06-30T08:16:06,2026-06-30T09:00:00,2026-06-30T09:00:47.679049,8.2,117.3,nodal,completed
T002185,R011,D0002,V2,S1,2026-06-30T08:15:00,2026-06-30T08:15:06,2026-06-30T09:00:00,2026-06-30T09:00:00,8.5,120.0,nodal,completed
T002186,R011,D0078,V2,S1,2026-06-30T08:15:00,2026-06-30T08:20:54,2026-06-30T09:00:00,2026-06-30T09:02:35.411819,8.3,119.2,nodal,completed
T002187,R011,D0003,V1,S1,2026-06-30T08:15:00,2026-06-30T08:22:30,2026-06-30T09:00:00,2026-06-30T09:06:58.044140,8.4,132.6,nodal,completed
T002188,R011,D0043,V1,S1,2026-06-30T08:15:00,2026-06-30T08:18:06,2026-06-30T09:00:00,2026-06-30T09:02:29.708816,8.4,133.4,nodal,completed
T002189,R011,D0111,V1,S1,2026-06-30T08:15:00,2026-06-30T08:18:00,2026-06-30T09:00:00,2026-06-30T09:01:16.291826,8.5,119.5,nodal,completed
T002190,R013,D0047,V3,S1,2026-06-30T08:15:00,2026-06-30T08:21:36,2026-06-30T09:00:00,2026-06-30T09:03:34.769351,10.8,250.8,cab,completed
T002191,R013,D0018,V5,S1,2026-06-30T08:15:00,2026-06-30T08:16:48,2026-06-30T09:00:00,2026-06-30T09:00:00,10.6,246.5,cab,completed
T002192,R013,D0071,V5,S1,2026-06-30T08:15:00,2026-06-30T08:27:18,2026-06-30T09:00:00,2026-06-30T09:08:36.794938,10.6,242.1,cab,completed
T002193,R013,D0055,V3,S1,2026-06-30T08:15:00,2026-06-30T08:17:12,2026-06-30T09:00:00,2026-06-30T09:00:00,11.8,247.6,cab,completed
T002194,R013,D0004,V5,S1,2026-06-30T08:15:00,2026-06-30T08:16:54,2026-06-30T09:00:00,2026-06-30T09:00:00,11.0,236.3,cab,completed
T002195,R013,D0095,V3,S1,2026-06-30T08:15:00,,2026-06-30T09:00:00,,11.4,241.1,cab,no_show
T002196,R013,D0068,V1,S1,2026-06-30T08:15:00,2026-06-30T08:16:42,2026-06-30T09:00:00,2026-06-30T09:00:00,11.2,238.1,cab,completed
T002197,R013,D0101,V5,S1,2026-06-30T08:15:00,2026-06-30T08:16:18,2026-06-30T09:00:00,2026-06-30T09:00:00,10.7,247.5,cab,completed
T002198,R013,D0069,V5,S1,2026-06-30T08:15:00,2026-06-30T08:22:00,2026-06-30T09:00:00,2026-06-30T09:05:43.108226,11.5,248.6,cab,completed
T002199,R013,D0024,V1,S1,2026-06-30T08:15:00,2026-06-30T08:31:54,2026-06-30T09:00:00,2026-06-30T09:15:20.235639,11.3,248.5,cab,completed
T002200,R018,D0025,V2,S1,2026-06-30T08:15:00,2026-06-30T08:20:12,2026-06-30T09:00:00,2026-06-30T09:00:21.548406,14.8,105.4,shuttle,completed
T002201,R018,D0034,V4,S1,2026-06-30T08:15:00,2026-06-30T08:16:48,2026-06-30T09:00:00,2026-06-30T09:00:00,15.2,93.9,shuttle,completed
T002202,R018,D0106,V2,S1,2026-06-30T08:15:00,2026-06-30T08:25:24,2026-06-30T09:00:00,2026-06-30T09:10:03.657133,15.0,102.4,shuttle,completed
T002203,R020,D0029,V2,S1,2026-06-30T08:15:00,2026-06-30T08:19:36,2026-06-30T09:00:00,2026-06-30T09:01:40.956293,10.2,132.6,nodal,completed
T002204,R020,D0094,V2,S1,2026-06-30T08:15:00,2026-06-30T08:24:18,2026-06-30T09:00:00,2026-06-30T09:04:53.514702,10.5,140.8,nodal,completed
