trip_id,delay_minutes,delay_reason_code
T001196,8.6,traffic
T001197,9.0,driver_late
T001198,15.0,unknown
T001199,2.9,traffic
T001200,6.1,driver_late
T001201,1.8,
T001202,2.2,traffic
T001203,11.1,traffic
T001204,4.8,vehicle_issue
T001205,3.0,traffic
T001206,3.5,traffic
T001207,3.1,traffic
T001208,2.9,traffic
T001209,1.9,
T001210,0.0,
T001211,7.3,driver_late
T001212,0.5,
T001213,2.4,traffic
T001214,0.8,
T001215,1.0,
T001216,1.3,
T001217,5.2,route_change
T001218,8.3,driver_late
T001219,6.0,traffic
T001220,3.5,traffic
T001221,2.3,traffic
T001222,12.3,traffic
T001223,0.3,
T001224,2.8,vehicle_issue
T001225,29.8,traffic
T001226,10.8,traffic
T001227,4.1,vehicle_issue
T001228,2.7,driver_late
T001229,5.5,driver_late
T001230,6.5,vehicle_issue
T001231,2.9,driver_late
T001232,0.3,
T001233,1.4,
T001234,0.1,
T001235,0.5,
T001236,1.5,
T001237,0.0,
T001238,5.2,vehicle_issue
T001239,0.3,
T001240,3.4,traffic
T001241,24.0,driver_late
T001242,1.1,
T001243,0.8,
T001244,1.3,
T001245,8.6,unknown
T001246,7.0,driver_late
T001247,10.4,traffic
T001248,1.9,
T001249,6.9,route_change
T001250,3.6,driver_late
T001251,0.0,
T001252,7.8,driver_late
T001253,3.7,driver_late
T001254,1.6,
T001255,0.4,
T001256,1.2,
T001257,22.8,traffic
T001258,1.0,
T001259,2.5,driver_late
T001260,7.2,traffic
T001261,9.2,vehicle_issue
T001262,18.1,traffic
T001263,8.5,driver_late
T001264,6.3,traffic
T001265,8.3,driver_late
T001266,1.5,
T001267,13.5,traffic
T001268,1.4,
T001269,4.4,driver_late
T001270,3.2,route_change
T001271,1.7,
T001272,17.1,route_change
T001273,5.5,traffic
T001274,1.1,
T001275,0.5,
T001276,5.3,vehicle_issue
T001277,3.8,driver_late
T001278,8.7,traffic
T001279,12.5,vehicle_issue
T001280,0.2,
T001281,14.6,traffic
T001282,0.5,
T001283,6.2,traffic
T001284,7.0,traffic
T001285,30.8,vehicle_issue
T001286,4.3,traffic
T001287,5.4,vehicle_issue
T001288,12.3,driver_late
T001289,4.0,vehicle_issue
T001290,4.4,traffic
T001291,4.2,traffic
T001292,6.9,unknown
T001293,1.1,
T001294,3.7,route_change
T001295,0.5,
T001296,2.1,traffic
T001297,0.5,
T001298,3.3,traffic
T001299,8.7,traffic
T001300,5.5,unknown
T001301,2.5,unknown
T001302,6.6,driver_late
T001303,4.7,traffic
T001304,19.9,driver_late
T001305,9.0,driver_late
T001306,6.9,traffic
T001307,4.1,traffic
T001308,16.6,traffic
T001309,6.3,driver_late
T001310,4.8,driver_late
T001311,0.9,
T001312,3.1,traffic
T001313,2.7,traffic
T001314,5.1,unknown
T001315,0.4,
T001316,2.8,traffic
T001317,0.4,
T001318,6.2,driver_late
T001319,6.0,driver_late
T001320,2.7,driver_late
T001321,0.6,
T001322,9.1,driver_late
T001323,3.8,traffic
T001324,2.0,
T001325,0.7,
T001326,2.1,traffic
T001327,10.5,traffic
T001328,1.2,
T001329,11.5,unknown
T001330,22.9,traffic
T001331,5.2,traffic
T001332,2.1,traffic
T001333,6.4,vehicle_issue
T001334,2.3,driver_late
T001335,6.7,driver_late
T001336,1.3,
T001337,1.0,
T001338,4.3,traffic
T001339,0.6,
T001340,6.0,unknown
T001341,2.0,
T001342,11.7,traffic
T001343,0.3,
T001344,5.2,route_change
T001345,6.4,traffic
T001346,3.4,driver_late
T001347,5.8,driver_late
T001348,3.9,vehicle_issue
T001349,0.7,
T001350,2.6,traffic
T001351,2.4,vehicle_issue
T001352,11.9,driver_late
T001353,6.7,vehicle_issue
T001354,7.8,traffic
T001355,6.4,unknown
T001356,6.4,driver_late
T001357,4.1,traffic
T001358,5.1,driver_late
T001359,5.5,driver_late
T001360,3.5,traffic
T001361,2.0,
T001362,3.6,traffic
T001363,5.0,vehicle_issue
T001364,8.6,driver_late
T001365,6.0,driver_late
T001366,5.2,route_change
T001367,3.3,traffic
T001368,0.1,
T001369,4.2,route_change
T001370,4.0,vehicle_issue
T001371,0.7,
T001372,2.6,driver_late
T001373,1.3,
T001374,1.4,
T001375,1.3,
T001376,0.2,
T001377,2.5,driver_late
T001378,20.9,route_change
T001379,1.8,
T001380,4.6,unknown
T001381,8.0,traffic
T001382,7.8,traffic
T001383,1.1,
T001384,3.9,traffic
T001385,5.9,unknown
T001386,3.2,route_change
T001387,5.8,unknown
T001388,12.9,driver_late
T001389,0.8,
T001390,3.4,unknown
T001391,17.9,route_change
T001392,0.3,
T001393,40.1,unknown
T001394,4.4,traffic
T001395,14.5,route_change
T001396,5.7,traffic
T001397,19.4,traffic
T001398,0.3,
T001399,1.8,
T001400,1.6,
T001401,9.6,driver_late
T001402,10.3,driver_late
T001403,13.2,driver_late
T001404,14.5,traffic
T001405,3.7,route_change
T001406,3.4,traffic
T001407,9.1,traffic
T001408,2.4,driver_late
T001409,2.4,traffic
T001410,4.6,unknown
T001411,0.5,
T001412,1.2,
T001413,3.0,traffic
T001414,2.8,route_change
T001415,3.2,driver_late
T001416,1.2,
T001417,8.1,driver_late
T001418,6.1,vehicle_issue
T001419,0.6,
T001420,25.3,driver_late
T001421,0.4,
T001422,0.4,
T001423,2.9,route_change
T001424,1.2,
T001425,6.0,traffic
T001426,10.6,traffic
T001427,3.7,traffic
T001428,21.5,traffic
T001429,2.7,traffic
T001430,11.6,traffic
T001431,2.8,unknown
T001432,1.0,
T001433,1.5,
T001434,6.3,unknown
T001435,0.3,
T001436,2.6,traffic
T001437,0.8,
T001438,8.6,route_change
T001439,3.1,route_change
T001440,0.9,
T001441,15.2,route_change
T001442,0.3,
T001443,4.0,unknown
T001444,6.7,route_change
T001445,2.7,driver_late
T001446,1.6,
T001447,1.8,
T001448,12.0,traffic
T001449,7.8,unknown
T001450,0.6,
T001451,3.8,driver_late
T001452,7.9,vehicle_issue
T001453,9.6,traffic
T001454,7.1,driver_late
T001455,0.4,
T001456,0.8,
T001457,7.1,unknown
T001458,3.0,route_change
T001459,8.4,route_change
T001460,8.8,traffic
T001461,3.9,driver_late
T001462,11.3,vehicle_issue
T001463,8.6,traffic
T001464,24.7,unknown
T001465,0.3,
T001466,11.8,driver_late
T001467,12.1,traffic
T001468,1.0,
T001469,4.4,vehicle_issue
T001470,5.7,traffic
T001471,4.2,driver_late
T001472,7.3,driver_late
T001473,9.5,driver_late
T001474,4.9,driver_late
T001475,0.5,
T001476,4.1,vehicle_issue
T001477,0.8,
T001478,0.2,
T001479,10.1,driver_late
T001480,3.6,driver_late
T001481,7.3,driver_late
T001482,6.5,driver_late
T001483,1.4,
T001484,0.8,
T001485,3.9,route_change
T001486,4.6,driver_late
T001487,3.0,traffic
T001488,5.7,route_change
T001489,7.6,traffic
T001490,1.9,
T001491,3.5,vehicle_issue
T001492,3.4,traffic
T001493,5.5,vehicle_issue
T001494,22.3,driver_late
T001495,3.0,unknown
T001496,14.8,driver_late
T001497,2.5,vehicle_issue
T001498,13.2,driver_late
T001499,18.2,vehicle_issue
T001500,6.1,route_change
T001501,0.3,
T001502,4.3,unknown
T001503,1.6,
T001504,2.4,traffic
T001505,4.2,traffic
T001506,3.9,driver_late
T001507,8.1,traffic
T001508,3.6,driver_late
T001509,1.4,
T001510,2.9,traffic
T001511,2.9,vehicle_issue
T001512,1.5,
T001513,5.8,vehicle_issue
T001514,1.6,
T001515,1.3,
T001516,2.1,traffic
T001517,6.8,route_change
T001518,0.8,
T001519,10.1,vehicle_issue
T001520,2.8,unknown
T001521,13.0,vehicle_issue
T001522,17.3,driver_late
T001523,3.6,driver_late
T001524,3.5,traffic
T001525,0.5,
T001526,0.7,
T001527,4.2,traffic
T001528,1.7,
T001529,1.5,
T001530,1.0,
T001531,2.9,traffic
T001532,3.6,traffic
T001533,11.5,traffic
T001534,2.1,vehicle_issue
T001535,5.3,vehicle_issue
T001536,20.1,driver_late
T001537,6.2,vehicle_issue
T001538,17.0,traffic
T001539,1.1,
T001540,0.7,
T001541,31.1,traffic
T001542,3.3,driver_late
T001543,5.5,driver_late
T001544,2.8,driver_late
T001545,10.8,route_change
T001546,22.2,traffic
T001547,4.4,driver_late
T001548,5.7,traffic
T001549,12.5,traffic
T001550,1.0,
T001551,1.2,
T001552,0.8,
T001553,2.2,traffic
T001554,2.6,driver_late
T001555,2.4,driver_late
T001556,7.3,traffic
T001557,19.0,traffic
T001558,2.3,vehicle_issue
T001559,12.7,traffic
T001560,1.3,
T001561,16.7,vehicle_issue
T001562,10.5,traffic
T001563,1.2,
T001564,8.9,route_change
T001565,10.0,traffic
T001566,4.8,driver_late
T001567,3.8,unknown
T001568,20.3,traffic
T001569,8.4,driver_late
T001570,4.5,driver_late
T001571,0.8,
T001572,6.9,route_change
T001573,30.7,traffic
T001574,6.7,traffic
T001575,9.4,driver_late
T001576,0.2,
T001577,0.1,
T001578,6.5,traffic
T001579,11.8,traffic
T001580,3.6,traffic
T001581,3.3,traffic
T001582,6.3,driver_late
T001583,3.4,vehicle_issue
T001584,1.1,
T001585,2.4,driver_late
T001586,1.6,
T001587,5.9,route_change
T001588,3.2,driver_late
T001589,2.4,unknown
T001590,6.5,traffic
T001591,6.7,driver_late
T001592,6.4,traffic
T001593,1.9,
T001594,0.1,
T001595,1.1,
T001596,0.7,
T001597,7.6,traffic
T001598,0.0,
T001599,6.7,traffic
T001600,4.4,traffic
T001601,2.8,driver_late
T001602,4.6,traffic
T001603,1.5,
T001604,0.7,
T001605,2.4,vehicle_issue
T001606,4.7,traffic
T001607,4.4,traffic
T001608,10.2,traffic
T001609,0.5,
T001610,21.2,driver_late
T001611,0.5,
T001612,2.8,traffic
T001613,9.6,traffic
T001614,2.7,traffic
T001615,2.8,traffic
T001616,14.0,unknown
T001617,1.4,
T001618,4.3,traffic
T001619,10.2,vehicle_issue
T001620,7.0,route_change
T001621,0.3,
T001622,1.0,
T001623,1.4,
T001624,0.3,
T001625,6.1,traffic
T001626,7.1,driver_late
T001627,10.6,traffic
T001628,2.3,driver_late
T001629,1.9,
T001630,0.5,
T001631,6.9,vehicle_issue
T001632,1.7,
T001633,5.5,traffic
T001634,1.3,
T001635,2.4,traffic
T001636,4.3,driver_late
T001637,2.2,traffic
T001638,1.3,
T001639,0.8,
T001640,2.2,traffic
T001641,12.3,driver_late
T001642,7.8,unknown
T001643,13.8,driver_late
T001644,3.9,traffic
T001645,26.8,traffic
T001646,1.1,
T001647,4.6,driver_late
T001648,12.0,traffic
T001649,14.0,traffic
T001650,8.3,traffic
T001651,10.1,traffic
T001652,17.3,unknown
T001653,1.7,
T001654,11.9,driver_late
T001655,1.4,
T001656,0.2,
T001657,28.1,traffic
T001658,5.1,unknown
T001659,11.3,traffic
T001660,2.6,driver_late
T001661,1.6,
T001662,3.7,vehicle_issue
T001663,0.8,
T001664,10.8,vehicle_issue
T001665,15.7,driver_late
T001666,6.3,driver_late
T001667,3.7,traffic
T001668,11.4,traffic
T001669,5.2,unknown
T001670,3.0,driver_late
T001671,10.5,driver_late
T001672,2.7,traffic
T001673,0.3,
T001674,8.2,driver_late
T001675,0.3,
T001676,1.1,
T001677,1.8,
T001678,19.9,vehicle_issue
T001679,2.5,unknown
T001680,6.0,traffic
T001681,0.7,
T001682,0.8,
T001683,2.2,vehicle_issue
T001684,26.0,driver_late
T001685,3.4,traffic
T001686,5.9,traffic
T001687,5.1,traffic
T001688,7.9,driver_late
T001689,9.5,traffic
T001690,2.1,driver_late
T001691,0.4,
T001692,0.2,
T001693,6.9,traffic
T001694,1.7,
T001695,7.2,route_change
T001696,0.9,
T001697,27.3,driver_late
T001698,0.0,
T001699,4.6,driver_late
T001700,8.3,route_change
T001701,0.1,
T001702,3.6,driver_late
T001703,3.1,vehicle_issue
T001704,4.9,traffic
T001705,3.8,traffic
T001706,4.0,driver_late
T001707,1.1,
T001708,1.5,
T001709,10.1,traffic
T001710,4.7,driver_late
T001711,11.1,unknown
T001712,2.9,driver_late
T001713,1.4,
T001714,19.7,traffic
T001715,0.6,
T001716,3.7,driver_late
T001717,0.7,
T001718,2.6,driver_late
T001719,13.6,traffic
T001720,6.0,vehicle_issue
T001721,8.4,driver_late
T001722,6.7,driver_late
T001723,0.5,
T001724,0.4,
T001725,3.9,unknown
T001726,0.5,
T001727,0.0,
T001728,7.0,driver_late
T001729,8.1,driver_late
T001730,2.3,traffic
T001731,6.1,traffic
T001732,1.4,
T001733,12.5,route_change
T001734,5.6,traffic
T001735,0.2,
T001736,4.1,traffic
T001737,5.5,traffic
T001738,0.2,
T001739,4.2,unknown
T001740,0.9,
T001741,2.7,traffic
T001742,4.3,traffic
T001743,1.1,
T001744,7.1,traffic
T001745,2.7,driver_late
T001746,2.9,traffic
T001747,55.6,traffic
T001748,7.2,traffic
T001749,2.3,driver_late
T001750,0.3,
T001751,11.6,vehicle_issue
T001752,1.0,
T001753,7.1,traffic
T001754,10.2,route_change
T001755,2.8,driver_late
T001756,12.5,traffic
T001757,2.0,
T001758,1.5,
T001759,8.0,traffic
T001760,4.0,vehicle_issue
T001761,0.1,
T001762,3.0,driver_late
T001763,2.8,driver_late
T001764,2.5,unknown
T001765,3.4,vehicle_issue
T001766,25.9,traffic
T001767,3.5,vehicle_issue
T001768,10.8,driver_late
T001769,1.2,
T001770,1.9,
T001771,0.7,
T001772,7.2,traffic
T001773,1.8,
T001774,2.5,traffic
T001775,9.2,traffic
T001776,2.2,traffic
T001777,15.8,traffic
T001778,9.4,route_change
T001779,2.0,
T001780,0.3,
T001781,1.0,
T001782,4.3,traffic
T001783,5.4,traffic
T001784,7.9,unknown
T001785,0.2,
T001786,10.4,traffic
T001787,3.6,vehicle_issue
T001788,0.4,
T001789,4.6,traffic
T001790,8.2,traffic
T001791,1.0,
T001792,2.4,traffic
T001793,3.0,driver_late
T001794,0.7,
T001795,9.3,traffic
T001796,1.5,
T001797,2.7,route_change
T001798,1.0,
T001799,7.9,unknown
T001800,0.1,
T001801,4.2,traffic
T001802,1.7,
T001803,6.6,route_change
T001804,5.1,vehicle_issue
T001805,2.8,driver_late
T001806,5.1,vehicle_issue
T001807,1.2,
T001808,27.2,driver_late
T001809,1.8,
T001810,4.0,unknown
T001811,1.1,
T001812,5.6,driver_late
T001813,24.4,vehicle_issue
T001814,8.5,vehicle_issue
T001815,1.1,
T001816,6.8,driver_late
T001817,13.6,traffic
T001818,5.8,traffic
T001819,1.0,
T001820,2.4,vehicle_issue
T001821,3.3,traffic
T001822,1.7,
T001823,2.4,driver_late
T001824,14.2,driver_late
T001825,0.6,
T001826,7.5,vehicle_issue
T001827,5.4,route_change
T001828,0.8,
T001829,2.0,
T001830,1.3,
T001831,0.2,
T001832,4.0,vehicle_issue
T001833,0.1,
T001834,0.6,
T001835,3.5,traffic
T001836,9.4,traffic
T001837,3.8,route_change
T001838,8.0,route_change
T001839,0.6,
T001840,0.5,
T001841,5.8,traffic
T001842,0.5,
T001843,0.2,
T001844,7.5,traffic
T001845,4.1,route_change
T001846,8.8,traffic
T001847,30.9,traffic
T001848,3.8,traffic
T001849,5.9,unknown
T001850,12.5,traffic
T001851,0.4,
T001852,0.8,
T001853,0.8,
T001854,0.1,
T001855,8.7,driver_late
T001856,3.8,unknown
T001857,6.1,traffic
T001858,1.7,
T001859,0.5,
T001860,5.4,route_change
T001861,5.8,vehicle_issue
T001862,0.9,
T001863,0.2,
T001864,0.6,
T001865,4.3,driver_late
T001866,5.1,driver_late
T001867,0.4,
T001868,0.1,
T001869,1.9,
T001870,19.7,driver_late
T001871,3.0,driver_late
T001872,2.9,traffic
T001873,0.1,
T001874,5.8,route_change
T001875,6.1,traffic
T001876,5.2,traffic
T001877,3.3,vehicle_issue
T001878,5.0,driver_late
T001879,14.7,traffic
T001880,5.1,route_change
T001881,12.4,route_change
T001882,9.5,traffic
T001883,6.1,traffic
T001884,0.8,
T001885,2.5,traffic
T001886,3.1,vehicle_issue
T001887,4.7,driver_late
T001888,10.3,driver_late
T001889,12.5,traffic
T001890,2.5,route_change
T001891,0.1,
T001892,1.9,
T001893,0.7,
T001894,0.5,
T001895,5.7,driver_late
T001896,0.0,
T001897,1.5,
T001898,7.1,traffic
T001899,4.8,vehicle_issue
T001900,9.5,traffic
T001901,0.5,
T001902,9.5,route_change
T001903,4.4,driver_late
T001904,18.5,vehicle_issue
T001905,0.6,
T001906,11.7,traffic
T001907,0.8,
T001908,7.7,driver_late
T001909,2.9,traffic
T001910,8.2,vehicle_issue
T001911,10.5,traffic
T001912,8.4,unknown
T001913,0.1,
T001914,3.7,route_change
T001915,5.2,traffic
T001916,11.1,traffic
T001917,11.8,vehicle_issue
T001918,12.9,route_change
T001919,6.1,traffic
T001920,6.7,vehicle_issue
T001921,5.6,driver_late
T001922,6.2,traffic
T001923,3.4,traffic
T001924,0.4,
T001925,1.7,
T001926,3.8,driver_late
T001927,8.8,traffic
T001928,24.7,vehicle_issue
T001929,5.1,traffic
T001930,10.0,traffic
T001931,0.6,
T001932,7.8,driver_late
T001933,2.3,traffic
T001934,0.2,
T001935,1.5,
T001936,5.0,traffic
T001937,4.5,vehicle_issue
T001938,4.6,traffic
T001939,4.8,traffic
T001940,1.6,
T001941,0.5,
T001942,0.5,
T001943,13.3,driver_late
T001944,14.3,driver_late
T001945,1.6,
T001946,11.0,traffic
T001947,6.7,traffic
T001948,3.5,vehicle_issue
T001949,2.6,driver_late
T001950,1.7,
T001951,3.7,driver_late
T001952,4.5,traffic
T001953,8.4,route_change
T001954,1.0,
T001955,11.7,driver_late
T001956,4.0,vehicle_issue
T001957,3.9,traffic
T001958,2.1,traffic
T001959,3.0,traffic
T001960,3.6,driver_late
T001961,7.1,vehicle_issue
T001962,2.7,traffic
T001963,1.2,
T001964,5.8,unknown
T001965,8.0,route_change
T001966,1.9,
T001967,12.6,driver_late
T001968,10.3,unknown
T001969,12.5,traffic
T001970,2.0,
T001971,2.1,traffic
T001972,13.8,traffic
T001973,1.9,
T001974,0.7,
T001975,5.2,unknown
T001976,2.1,driver_late
T001977,4.5,route_change
T001978,1.8,
T001979,3.5,traffic
T001980,22.9,driver_late
T001981,1.6,
T001982,4.3,driver_late
T001983,1.1,
T001984,5.4,driver_late
T001985,0.9,
T001986,4.0,driver_late
T001987,0.4,
T001988,11.3,traffic
T001989,2.1,traffic
T001990,2.8,route_change
T001991,6.2,route_change
T001992,32.0,driver_late
T001993,7.0,traffic
T001994,0.5,
T001995,7.6,route_change
T001996,6.9,traffic
T001997,3.9,driver_late
T001998,3.3,vehicle_issue
T001999,2.7,traffic
T002000,0.4,
T002001,5.6,driver_late
T002002,5.1,driver_late
T002003,9.7,route_change
T002004,1.6,
T002005,3.0,unknown
T002006,0.6,
T002007,8.7,driver_late
T002008,3.1,driver_late
T002009,3.2,traffic
T002010,5.4,driver_late
T002011,6.9,driver_late
T002012,48.6,route_change
T002013,2.5,traffic
T002014,5.5,traffic
T002015,1.6,
T002016,0.1,
T002017,0.6,
T002018,1.3,
T002019,10.6,vehicle_issue
T002020,6.8,driver_late
T002021,6.0,vehicle_issue
T002022,22.8,traffic
T002023,2.5,driver_late
T002024,15.6,route_change
T002025,1.4,
T002026,14.6,traffic
T002027,0.1,
T002028,0.6,
T002029,3.6,vehicle_issue
T002030,4.5,traffic
T002031,16.0,vehicle_issue
T002032,2.7,route_change
T002033,3.3,unknown
T002034,2.6,driver_late
T002035,0.8,
T002036,4.5,route_change
T002037,11.3,unknown
T002038,6.3,unknown
T002039,14.9,traffic
T002040,2.9,traffic
T002041,1.1,
T002042,13.4,traffic
T002043,1.7,
T002044,15.8,traffic
T002045,18.5,route_change
T002046,17.9,vehicle_issue
T002047,1.5,
T002048,3.2,traffic
T002049,5.9,unknown
T002050,10.9,traffic
T002051,2.2,driver_late
T002052,3.3,route_change
T002053,13.3,traffic
T002054,3.7,driver_late
T002055,4.5,traffic
T002056,5.0,traffic
T002057,7.7,driver_late
T002058,6.0,unknown
T002059,8.7,traffic
T002060,0.3,
T002061,11.6,unknown
T002062,2.0,
T002063,13.8,route_change
T002064,7.8,vehicle_issue
T002065,4.5,vehicle_issue
T002066,6.0,driver_late
T002067,3.7,driver_late
T002068,1.9,
T002069,0.0,
T002070,9.1,traffic
T002071,4.6,traffic
T002072,7.4,unknown
T002073,10.2,driver_late
T002074,2.2,unknown
T002075,0.3,
T002076,0.8,
T002077,2.7,unknown
T002078,1.7,
T002079,2.3,traffic
T002080,3.2,traffic
T002081,1.7,
T002082,9.9,traffic
T002083,14.8,traffic
T002084,1.2,
T002085,6.2,traffic
T002086,7.7,route_change
T002087,2.4,vehicle_issue
T002088,9.2,traffic
T002089,3.7,driver_late
T002090,0.3,
T002091,0.6,
T002092,6.8,vehicle_issue
T002093,6.1,traffic
T002094,0.9,
T002095,11.0,vehicle_issue
T002096,1.1,
T002097,1.4,
T002098,8.3,traffic
T002099,22.7,driver_late
T002100,1.4,
T002101,13.7,traffic
T002102,1.8,
T002103,1.3,
T002104,6.9,traffic
T002105,1.2,
T002106,4.3,driver_late
T002107,0.9,
T002108,11.3,traffic
T002109,2.5,driver_late
T002110,24.7,vehicle_issue
T002111,2.9,traffic
T002112,1.1,
T002113,1.1,
T002114,2.2,unknown
T002115,7.5,traffic
T002116,8.4,driver_late
T002117,0.3,
T002118,2.6,vehicle_issue
T002119,7.1,traffic
T002120,9.1,driver_late
T002121,4.3,traffic
T002122,0.3,
T002123,1.4,
T002124,6.0,vehicle_issue
T002125,7.9,traffic
T002126,1.1,
T002127,10.7,traffic
T002128,1.2,
T002129,0.5,
T002130,3.5,route_change
T002131,1.7,
T002132,0.6,
T002133,0.2,
T002134,8.6,unknown
T002135,1.1,
T002136,3.6,driver_late
T002137,15.1,vehicle_issue
T002138,2.3,traffic
T002139,14.1,traffic
T002140,8.0,driver_late
T002141,8.0,driver_late
T002142,12.2,traffic
T002143,5.7,traffic
T002144,0.7,
T002145,4.9,traffic
T002146,2.8,unknown
T002147,4.3,driver_late
T002148,5.3,unknown
T002149,1.6,
T002150,0.3,
T002151,6.0,unknown
T002152,4.4,traffic
T002153,7.9,driver_late
T002154,1.0,
T002155,5.7,traffic
T002156,10.9,unknown
T002157,7.5,driver_late
T002158,4.0,driver_late
T002159,1.2,
T002160,0.3,
T002161,0.2,
T002162,5.5,route_change
T002163,24.6,traffic
T002164,0.6,
T002165,2.0,
T002166,2.5,vehicle_issue
T002167,11.0,traffic
T002168,3.4,unknown
T002169,13.9,driver_late
T002170,0.9,
T002171,2.4,traffic
T002172,16.8,traffic
T002173,2.3,route_change
T002174,14.1,vehicle_issue
T002175,15.7,traffic
T002176,13.5,driver_late
T002177,6.7,unknown
T002178,5.4,traffic
T002179,1.5,
T002180,5.2,traffic
T002181,6.0,traffic
T002182,15.2,traffic
T002183,0.3,
T002184,1.1,
T002185,0.1,
T002186,5.9,driver_late
T002187,7.5,driver_late
T002188,3.1,vehicle_issue
T002189,3.0,traffic
T002190,6.6,route_change
T002191,1.8,
T002192,12.3,traffic
T002193,2.2,traffic
T002194,1.9,
T002195,0.2,
T002196,1.7,
T002197,1.3,
T002198,7.0,vehicle_issue
T002199,16.9,traffic
T002200,5.2,vehicle_issue
T002201,1.8,
T002202,10.4,vehicle_issue
T002203,4.6,traffic
T002204,9.3,traffic
T002205,5.8,route_change
T002206,11.7,vehicle_issue
T002207,5.2,driver_late
T002208,20.9,traffic
T002209,1.8,
T002210,1.9,
T002211,0.7,
T002212,6.5,traffic
T002213,9.9,traffic
T002214,2.8,driver_late
T002215,2.9,vehicle_issue
T002216,0.6,
T002217,4.9,route_change
T002218,0.6,
T002219,2.6,unknown
T002220,1.3,
T002221,3.1,driver_late
T002222,22.9,driver_late
T002223,5.0,vehicle_issue
T002224,1.8,
T002225,7.6,vehicle_issue
T002226,2.4,traffic
T002227,0.7,
T002228,6.7,traffic
T002229,2.8,traffic
T002230,1.7,
T002231,9.9,traffic
T002232,1.1,
T002233,11.3,traffic
T002234,0.3,
T002235,10.6,traffic
T002236,16.0,vehicle_issue
T002237,0.6,
T002238,0.2,
T002239,12.0,driver_late
T002240,3.8,traffic
T002241,14.2,route_change
T002242,8.3,unknown
T002243,4.0,traffic
T002244,3.6,vehicle_issue
T002245,5.8,route_change
T002246,2.2,driver_late
T002247,0.2,
T002248,7.4,route_change
T002249,1.3,
T002250,0.2,
T002251,3.0,driver_late
T002252,4.5,vehicle_issue
T002253,7.6,route_change
T002254,0.2,
T002255,9.4,traffic
T002256,7.7,driver_late
T002257,2.3,traffic
T002258,0.9,
T002259,0.3,
T002260,2.4,unknown
T002261,4.1,unknown
T002262,1.1,
T002263,8.8,traffic
T002264,5.7,traffic
T002265,5.1,unknown
T002266,10.4,traffic
T002267,4.7,driver_late
T002268,8.3,vehicle_issue
T002269,3.9,traffic
T002270,7.0,driver_late
T002271,9.4,driver_late
T002272,0.7,
T002273,6.9,driver_late
T002274,0.7,
T002275,6.5,route_change
T002276,4.8,vehicle_issue
T002277,7.3,traffic
T002278,0.7,
T002279,3.0,traffic
T002280,3.8,driver_late
T002281,13.2,traffic
T002282,5.2,traffic
T002283,18.4,traffic
T002284,0.2,
T002285,1.8,
T002286,4.3,driver_late
T002287,6.5,unknown
T002288,2.0,
T002289,9.4,driver_late
T002290,4.3,driver_late
T002291,13.9,traffic
T002292,1.9,
T002293,1.8,
T002294,1.7,
T002295,10.7,traffic
T002296,3.4,route_change
T002297,1.1,
T002298,8.8,route_change
T002299,3.3,traffic
T002300,18.9,traffic
T002301,6.3,traffic
T002302,9.8,route_change
T002303,0.4,
T002304,12.6,driver_late
T002305,4.5,traffic
T002306,1.5,
T002307,1.4,
T002308,0.6,
T002309,3.9,unknown
T002310,1.4,
T002311,3.1,route_change
T002312,2.7,unknown
T002313,1.1,
T002314,9.9,driver_late
T002315,3.0,traffic
T002316,2.9,vehicle_issue
T002317,0.7,
T002318,2.5,unknown
T002319,0.1,
T002320,3.0,traffic
T002321,4.8,traffic
T002322,2.5,traffic
T002323,7.8,vehicle_issue
T002324,41.4,route_change
T002325,5.1,driver_late
T002326,10.9,driver_late
T002327,7.5,traffic
T002328,10.3,route_change
T002329,0.2,
T002330,3.0,traffic
T002331,3.1,driver_late
T002332,7.5,vehicle_issue
T002333,12.8,driver_late
T002334,3.2,driver_late
T002335,6.0,driver_late
T002336,1.3,
T002337,3.3,driver_late
T002338,5.2,route_change
T002339,1.5,
T002340,0.4,
T002341,0.7,
T002342,3.3,traffic
T002343,9.4,vehicle_issue
T002344,0.3,
T002345,1.7,
T002346,0.8,
T002347,2.9,driver_late
T002348,7.2,route_change
T002349,4.9,traffic
T002350,0.1,
T002351,2.4,vehicle_issue
T002352,8.9,traffic
T002353,4.4,vehicle_issue
T002354,2.4,driver_late
T002355,0.9,
T002356,4.2,traffic
T002357,5.8,driver_late
T002358,13.3,driver_late
T002359,7.5,driver_late
T002360,15.8,vehicle_issue
T002361,16.7,driver_late
T002362,10.8,vehicle_issue
T002363,2.3,vehicle_issue
T002364,10.5,driver_late
T002365,5.4,route_change
T002366,3.8,traffic
T002367,10.4,vehicle_issue
T002368,10.7,traffic
T002369,3.9,route_change
T002370,3.8,traffic
T002371,0.9,
T002372,8.1,traffic
T002373,0.9,
T002374,7.9,driver_late
T002375,4.1,traffic
T002376,2.6,traffic
T002377,0.3,
T002378,3.2,route_change
T002379,11.0,vehicle_issue
T002380,3.2,traffic
T002381,0.0,
T002382,2.4,traffic
T002383,0.2,
T002384,5.4,driver_late
T002385,3.9,route_change
T002386,2.0,
T002387,14.3,unknown
T002388,22.8,unknown
T002389,6.9,traffic
T002390,2.9,vehicle_issue
T002391,16.4,traffic
T002392,6.8,traffic
T002393,0.9,
T002394,0.7,
T002395,0.3,
T002396,1.1,
