trip_id,employee_id
T001954,E00711
T001954,E00712
T001954,E00332
T001955,E00522
T001955,E00040
T001955,E00374
T001956,E00238
T001956,E00246
T001956,E00383
T001956,E00588
T001956,E00232
T001956,E00341
T001956,E00656
T001956,E00740
T001957,E00657
T001957,E00518
T001957,E00194
T001957,E00207
T001957,E00116
T001957,E00786
T001957,E00157
T001957,E00437
T001958,E00780
T001958,E00749
T001959,E00114
T001959,E00280
T001959,E00632
T001959,E00284
T001960,E00760
T001960,E00397
T001960,E00025
T001960,E00578
T001961,E00244
T001961,E00318
T001961,E00686
T001961,E00209
T001962,E00639
T001962,E00690
T001962,E00331
T001963,E00086
T001963,E00605
T001963,E00273
T001963,E00199
T001963,E00710
T001963,E00752
T001963,E00337
T001963,E00178
T001963,E00325
T001963,E00762
T001963,E99394
T001963,E00267
T001963,E00077
T001963,E00291
T001963,E00253
T001963,E00795
T001963,E00647
T001963,E00406
T001964,E00572
T001964,E00773
T001964,E00333
T001964,E00230
T001964,E00018
T001964,E00297
T001964,E00660
T001964,E00783
T001964,E00779
T001964,E00409
T001964,E00252
T001964,E00142
T001964,E00191
T001964,E00549
T001964,E00497
T001964,E00125
T001964,E00051
T001964,E00329
T001965,E00460
T001965,E00129
T001965,E00003
T001965,E00561
T001965,E00398
T001965,E00161
T001965,E00800
T001965,E00556
T001965,E00009
T001965,E00565
T001965,E00258
T001966,E00515
T001966,E00577
T001966,E00096
T001966,E00368
T001966,E00265
T001966,E00159
T001966,E00672
T001966,E00597
T001966,E00579
T001966,E00448
T001966,E00037
T001966,E00759
T001966,E00272
T001966,E00388
T001966,E00218
T001966,E00789
T001966,E00033
T001966,E00693
T001967,E00153
T001967,E00536
T001967,E00022
T001967,E00335
T001967,E00689
T001967,E00655
T001967,E00731
T001967,E00542
T001967,E00315
T001967,E00607
T001967,E00080
T001967,E00524
T001967,E00186
T001967,E00482
T001967,E00456
T001967,E00631
T001967,E00087
T001967,E00767
T001968,E00798
T001968,E00676
T001968,E00732
T001968,E00716
T001968,E00082
T001968,E00723
T001968,E00596
T001968,E00680
T001968,E00754
T001968,E00052
T001969,E00124
T001969,E00717
T001969,E00140
T001969,E00024
T001969,E00185
T001969,E00730
T001969,E00661
T001969,E00260
T001970,E00510
T001970,E00564
T001970,E00469
T001970,E00134
T001970,E00699
T001970,E00465
T001970,E00382
T001970,E00557
T001971,E00675
T001971,E00751
T001971,E00364
T001971,E00769
T001971,E00259
T001971,E00173
T001971,E00011
T001971,E00137
T001972,E00126
T001972,E00619
T001972,E00738
T001972,E00678
T001972,E00154
T001972,E00466
T001972,E00282
T001972,E00706
T001973,E00551
T001973,E00758
T001973,E00240
T001973,E00532
T001973,E00581
T001973,E00616
T001973,E00438
T001973,E00443
T001974,E00338
T001974,E00444
T001975,E00032
T001975,E00014
T001975,E00419
T001975,E00432
T001975,E00313
T001975,E00541
T001975,E00613
T001975,E00468
T001976,E00234
T001976,E00299
T001976,E00203
T001976,E00269
T001976,E00190
T001976,E00143
T001976,E00503
T001976,E00520
T001977,E00131
T001977,E00359
T001977,E00750
T001977,E00160
T001977,E00797
T001977,E00301
T001977,E00744
T001977,E00056
T001978,E00213
T001978,E00340
T001978,E00089
T001978,E00183
T001978,E00741
T001978,E00111
T001978,E00644
T001978,E00348
T001979,E00704
T001979,E00247
T001979,E00665
T001979,E00222
T001979,E00362
T001979,E00673
T001979,E00493
T001979,E00546
T001980,E00286
T001980,E00007
T001980,E00714
T001980,E00059
T001981,E00215
T001981,E00506
T001981,E00718
T001981,E00480
T001982,E00453
T001982,E00093
T001982,E00677
T001982,E00583
T001983,E00471
T001983,E00778
T001983,E00357
T001983,E00615
T001984,E00271
T001984,E00319
T001984,E00477
T001984,E00472
T001985,E00266
T001985,E00211
T001985,E00517
T001985,E00486
T001986,E00070
T001986,E00369
T001986,E00507
T001986,E00172
T001987,E00742
T001987,E00593
T001987,E00155
T001987,E00177
T001988,E00485
T001988,E00687
T001988,E00330
T001988,E00573
T001989,E00777
T001989,E00421
T001989,E00128
T001989,E00283
T001990,E00726
T001990,E00768
T001990,E00152
T001990,E00181
T001990,E00276
T001990,E00166
T001990,E00484
T001990,E00446
T001990,E00651
T001990,E00187
T001990,E00492
T001990,E00539
T001990,E00603
T001990,E00431
T001990,E00150
T001990,E00422
T001990,E00544
T001990,E00669
T001991,E00308
T001991,E00709
T001991,E00674
T001991,E00399
T001991,E00519
T001991,E00309
T001991,E00499
T001991,E00707
T001991,E00076
T001991,E00440
T001991,E00582
T001991,E00295
T001991,E00217
T001991,E00389
T001991,E00435
T001991,E00292
T001991,E99702
T001991,E00625
T001992,E00112
T001992,E00626
T001992,E00787
T001992,E00512
T001992,E00279
T001992,E00429
T001992,E00094
T001992,E00670
T001992,E00618
T001992,E00728
T001992,E00627
T001993,E00065
T001993,E00048
T001993,E00511
T001993,E00410
T001993,E00133
T001993,E00447
T001993,E00478
T001993,E00721
T001994,E99854
T001994,E00449
T001994,E00764
T001994,E00736
T001994,E00483
T001994,E00430
T001994,E00345
T001994,E00162
T001995,E00249
T001995,E00664
T001995,E00058
T001995,E00049
T001995,E00545
T001995,E00666
T001995,E00584
T001995,E00433
T001996,E00652
T001996,E00513
T001996,E00223
T001996,E00243
T001996,E00370
T001996,E00196
T001996,E00537
T001996,E99771
T001997,E00171
T001997,E00487
T001997,E00197
T001997,E00481
T001997,E00633
T001997,E00250
T001997,E00604
T001997,E00277
T001998,E00637
T001998,E00175
T001998,E00713
T001998,E00027
T001998,E00464
T001998,E00695
T001998,E00229
T001998,E00136
T001999,E00700
T001999,E00001
T001999,E00739
T001999,E00302
T002000,E00525
T002000,E00023
T002000,E00212
T002000,E00450
T002001,E00589
T002001,E00445
T002001,E00385
T002001,E00662
T002002,E00214
T002002,E00182
T002002,E00441
T002002,E00208
T002003,E00303
T002003,E00781
T002003,E00772
T002003,E00381
T002004,E00743
T002004,E00045
T002004,E00412
T002004,E00698
T002005,E00205
T002005,E00745
T002005,E00102
T002005,E00428
T002006,E00587
T002006,E00358
T002006,E00685
T002006,E00184
T002007,E00498
T002007,E00436
T002007,E00044
T002007,E00371
T002008,E00400
T002008,E00380
T002008,E00569
T002008,E00509
T002009,E00404
T002009,E00336
T002009,E00533
T002009,E00442
T002010,E00426
T002010,E00311
T002010,E00354
T002011,E00392
T002011,E00063
T002011,E00304
T002011,E00377
T002011,E00236
T002011,E00075
T002011,E00489
T002011,E00600
T002011,E00256
T002011,E00439
T002011,E99167
T002011,E00352
T002011,E00691
T002011,E00241
T002011,E00538
T002011,E00122
T002011,E00117
T002011,E00473
T002012,E00242
T002013,E00671
T002013,E00141
T002013,E00193
T002013,E00720
T002013,E00395
T002013,E00602
T002013,E00694
T002013,E00782
T002013,E00108
T002013,E00376
T002013,E00570
T002013,E00667
T002013,E00012
T002013,E00149
T002013,E00455
T002013,E00132
T002013,E00531
T002013,E00598
T002014,E00047
T002014,E00393
T002014,E00755
T002014,E00496
T002014,E00454
T002014,E00278
T002014,E00106
T002014,E00039
T002015,E00771
T002015,E99586
T002015,E00324
T002015,E00495
T002015,E00737
T002015,E00127
T002015,E00198
T002015,E00327
T002016,E00109
T002016,E00785
T002016,E00621
T002016,E00715
T002016,E00043
T002016,E00629
T002016,E00403
T002016,E00475
T002017,E00413
T002017,E00408
T002017,E00727
T002017,E00528
T002017,E00322
T002017,E00281
T002017,E00703
T002017,E00264
T002018,E00535
T002019,E00060
T002019,E00195
T002019,E00055
T002019,E00188
T002019,E00073
T002019,E00100
T002019,E00074
T002019,E00262
T002020,E00317
T002020,E00784
T002020,E00036
T002020,E00402
T002020,E00163
T002020,E99816
T002020,E00643
T002020,E00641
T002021,E00130
T002021,E00729
T002021,E00146
T002021,E00608
T002021,E00586
T002021,E99754
T002021,E00554
T002021,E00553
T002022,E00552
T002022,E00139
T002022,E00028
T002022,E00320
T002022,E00562
T002022,E00192
T002023,E00145
T002023,E00098
T002023,E00505
T002023,E00168
T002024,E00005
T002024,E00501
T002024,E00305
T002024,E00189
T002025,E00757
T002025,E00119
T002025,E00635
T002025,E00263
T002026,E00479
T002026,E00013
T002026,E00414
T002026,E00326
T002027,E00339
T002027,E00640
T002027,E00526
T002027,E00794
T002028,E00645
T002028,E00101
T002028,E00617
T002028,E00110
T002029,E00002
T002029,E00231
T002029,E00169
T002029,E00494
T002030,E00103
T002030,E00770
T002030,E00606
T002031,E00684
T002031,E00054
T002031,E99741
T002031,E00118
T002031,E00158
T002031,E00224
T002031,E00019
T002031,E00017
T002031,E00015
T002031,E00692
T002031,E00746
T002031,E00030
T002031,E00138
T002031,E00516
T002031,E00275
T002031,E00799
T002031,E00006
T002031,E00543
T002032,E00701
T002032,E00165
T002032,E00599
T002032,E00387
T002033,E00576
T002033,E00290
T002033,E00590
T002033,E00227
T002033,E00121
T002033,E00502
T002033,E00658
T002033,E00268
T002034,E00592
T002034,E00467
T002034,E00708
T002034,E00434
T002034,E00053
T002034,E00170
T002034,E00719
T002034,E00566
T002035,E00274
T002035,E00151
T002035,E00793
T002035,E00200
T002035,E00164
T002035,E00462
T002035,E00306
T002035,E00174
T002036,E00180
T002036,E00620
T002036,E00386
T002036,E00724
T002036,E00624
T002036,E00343
T002037,E00050
T002037,E00490
T002037,E00293
T002037,E00427
T002038,E00401
T002038,E99501
T002038,E00353
T002038,E00057
T002039,E00072
T002039,E00144
T002039,E00609
T002039,E00120
T002040,E00061
T002040,E00384
T002040,E00753
T002040,E00078
T002041,E00344
T002041,E00540
T002041,E00575
T002041,E00416
T002042,E00682
T002042,E00792
T002042,E00204
T002042,E00042
T002043,E00681
T002043,E00225
T002043,E00705
T002043,E00470
T002044,E00334
T002044,E00476
T002044,E00202
T002044,E00595
T002045,E00488
T002045,E00560
T002045,E00228
T002045,E00654
T002045,E00104
T002045,E00653
T002045,E00365
T002045,E00346
T002045,E00642
T002045,E00034
T002045,E00226
T002045,E00696
T002045,E00521
T002045,E00095
T002045,E00373
T002045,E00774
T002045,E00069
T002045,E00574
T002046,E00115
T002046,E00614
T002046,E00791
T002046,E00379
T002047,E00559
T002047,E00628
T002047,E00372
T002047,E00796
T002047,E00255
T002047,E00167
T002047,E00591
T002047,E00349
T002047,E00251
T002047,E00123
T002047,E00156
T002047,E00351
T002047,E00610
T002047,E00084
T002047,E00062
T002048,E00239
T002048,E00219
T002048,E00420
T002048,E00221
T002048,E99485
T002048,E00735
T002048,E00008
T002048,E00092
T002049,E00135
T002049,E00418
T002049,E00580
T002049,E00649
T002049,E00594
T002049,E00679
T002049,E00201
T002050,E00085
T002050,E00548
T002050,E00321
T002050,E99635
T002050,E00314
T002050,E00083
T002050,E00342
T002050,E00307
T002051,E00650
T002051,E00041
T002051,E00233
T002051,E00035
T002051,E00021
T002051,E00360
T002051,E00411
T002051,E00270
T002052,E00350
T002052,E00775
T002052,E00417
T002052,E00254
T002053,E00356
T002053,E99958
T002053,E00296
T002053,E00612
T002054,E00367
T002054,E00107
T002054,E00514
T002054,E99533
T002055,E00474
T002055,E00458
T002055,E00179
T002055,E00375
T002056,E00091
T002056,E99972
T002056,E00394
T002056,E00748
T002057,E00071
T002057,E00424
T002057,E00312
T002057,E00029
T002058,E00563
T002058,E00148
T002058,E00711
T002058,E00088
T002058,E00550
T002058,E00040
T002058,E00461
T002058,E00790
T002058,E00504
T002058,E00765
T002058,E00090
T002058,E00601
T002058,E00332
T002058,E00248
T002058,E00712
T002058,E00663
T002058,E00374
T002058,E00310
T002059,E00099
T002059,E00734
T002060,E00232
T002060,E00383
T002060,E00656
T002060,E00518
T002060,E00740
T002060,E00341
T002060,E00588
T002060,E00246
T002061,E00437
T002061,E00238
T002061,E00749
T002061,E00207
T002061,E00116
T002061,E00786
T002061,E00780
T002061,E00157
T002062,E00194
T002062,E00657
T002063,E00280
T002063,E00397
T002063,E00639
T002063,E00114
T002064,E00760
T002064,E00632
T002064,E00578
T002064,E00209
T002065,E00331
T002065,E00284
T002065,E00025
T002065,E00318
T002066,E00244
T002067,E00762
T002067,E00333
T002067,E00016
T002067,E00077
T002067,E00660
T002067,E00752
T002067,E00605
T002067,E00009
T002067,E00688
T002067,E00800
T002067,E00561
T002067,E00556
T002067,E00003
T002067,E00795
T002067,E00459
T002067,E00086
T002067,E00191
T002067,E00409
T002068,E00783
T002068,E00398
T002068,E00549
T002068,E00230
T002068,E00125
T002068,E00273
T002068,E99827
T002068,E00572
T002068,E00161
T002068,E00647
T002068,E00051
T002068,E00460
T002068,E00710
T002068,E00253
T002068,E00779
T002068,E00178
T002068,E00038
T002068,E00199
T002069,E00267
T002069,E00325
T002069,E00773
T002069,E00497
T002069,E00337
T002069,E00258
T002069,E00018
T002069,E00297
T002069,E00565
T002069,E00129
T002070,E00693
T002070,E00672
T002070,E00033
T002070,E00482
T002070,E00218
T002070,E00096
T002070,E00716
T002070,E00186
T002070,E00655
T002070,E00689
T002070,E00754
T002070,E00456
T002070,E00577
T002070,E00388
T002070,E00022
T002070,E00680
T002070,E00315
T002070,E00052
T002071,E00579
T002071,E00272
T002071,E00080
T002071,E00607
T002071,E00723
T002071,E00082
T002071,E00702
T002071,E00448
T002071,E00335
T002071,E00536
T002071,E00037
T002071,E00159
T002071,E00731
T002071,E00515
T002071,E00756
T002071,E00542
T002071,E00759
T002071,E00087
T002072,E00368
T002072,E00631
T002072,E00732
T002072,E00789
T002072,E00676
T002072,E00798
T002072,E00524
T002072,E00596
T002072,E00265
T002073,E00661
T002073,E00551
T002073,E00444
T002073,E00619
T002073,E00717
T002073,E00185
T002073,E00510
T002073,E00465
T002074,E00466
T002074,E00675
T002074,E00024
T002074,E00011
T002074,E00500
T002074,E00124
T002074,E00469
T002074,E00282
T002075,E00581
T002075,E00137
T002075,E00260
T002075,E00176
T002075,E00134
T002075,E00532
T002075,E00364
T002075,E00259
T002076,E00557
T002076,E00443
T002076,E00758
T002076,E00338
T002076,E00154
T002076,E00438
T002076,E00678
T002076,E00140
T002077,E00699
T002077,E00751
T002077,E00126
T002078,E00468
T002078,E00032
T002078,E00247
T002078,E00741
T002078,E00298
T002078,E00744
T002078,E00797
T002078,E00419
T002079,E00644
T002079,E00546
T002079,E00089
T002079,E00183
T002079,E00665
T002079,E00299
T002079,E00463
T002079,E99295
T002080,E00407
T002080,E00359
T002080,E00750
T002080,E00340
T002080,E00313
T002080,E00673
T002080,E00503
T002080,E00213
T002081,E00613
T002081,E00020
T002081,E00097
T002081,E00160
T002081,E00704
T002081,E00190
T002081,E00269
T002081,E00014
T002082,E00111
T002082,E00520
T002082,E00234
T002082,E00362
T002082,E00056
T002082,E00432
T002082,E00301
T002082,E00203
T002083,E00222
T002083,E00348
T002083,E00143
T002083,E00541
T002084,E00105
T002084,E00128
T002084,E00507
T002084,E00423
T002085,E00472
T002085,E99006
T002085,E99024
T002085,E00271
T002086,E00215
T002086,E00583
T002086,E00319
T002086,E00453
T002087,E00714
T002087,E00425
T002087,E00211
T002087,E00177
T002088,E00486
T002088,E00677
T002088,E00415
T002088,E00485
T002089,E00155
T002089,E00172
T002089,E00593
T002089,E00421
T002090,E00283
T002090,E00777
T002090,E00615
T002090,E00330
T002091,E00573
T002091,E00070
T002091,E00718
T002091,E00477
T002092,E00506
T002092,E00286
T002092,E00010
T002092,E00687
T002093,E00059
T002093,E00357
T002093,E00480
T002093,E00093
T002094,E00007
T002094,E00778
T002095,E00519
T002095,E00276
T002095,E00670
T002095,E00295
T002095,E00399
T002095,E00076
T002095,E00389
T002095,E00603
T002095,E00625
T002095,E00626
T002095,E00768
T002095,E99213
T002095,E00422
T002095,E00431
T002095,E00429
T002095,E00112
T002095,E00094
T002095,E00292
T002096,E00435
T002096,E00683
T002096,E00440
T002096,E00674
T002096,E00725
T002096,E00166
T002096,E00187
T002096,E00308
T002096,E00544
T002096,E00512
T002096,E00669
T002096,E00279
T002096,E00499
T002096,E00181
T002096,E00726
T002096,E00446
T002096,E00217
T002096,E00237
T002097,E00309
T002097,E00709
T002097,E00555
T002097,E00152
T002097,E00492
T002097,E00627
T002097,E00787
T002097,E00539
T002097,E00150
T002097,E00707
T002097,E00582
T002097,E00618
T002098,E00478
T002098,E00162
T002098,E00229
T002098,E00235
T002098,E00243
T002098,E00545
T002098,E00223
T002098,E00695
T002099,E00664
T002099,E00511
T002099,E99245
T002099,E00370
T002099,E00175
T002099,E00285
T002099,E00652
T002099,E00483
T002100,E00449
T002100,E00277
T002100,E00049
T002100,E00447
T002100,E00249
T002100,E00300
T002100,E00430
T002100,E00250
T002101,E00196
T002101,E00666
T002101,E00633
T002101,E00197
T002101,E00537
T002101,E00481
T002101,E00788
T002101,E00433
T002102,E00513
T002102,E00736
T002102,E00065
T002102,E00721
T002102,E00048
T002102,E00637
T002102,E00136
T002102,E00345
T002103,E00027
T002103,E00133
T002103,E00764
T002103,E00220
T002103,E00584
T002103,E00464
T002103,E00058
T002103,E00713
T002104,E00410
T002105,E00208
T002105,E00700
T002105,E00428
T002105,E00498
T002106,E00739
T002106,E00045
T002106,E00772
T002106,E00547
T002107,E00302
T002107,E00336
T002107,E00023
T002107,E00509
T002108,E00102
T002108,E00182
T002108,E00662
T002108,E00436
T002109,E00441
T002109,E00442
T002109,E00400
T002109,E00212
T002110,E00698
T002110,E00381
T002110,E00533
T002110,E00001
T002111,E00525
T002111,E00445
T002111,E00184
T002111,E00205
T002112,E00745
T002112,E00569
T002112,E00405
T002112,E00380
T002113,E00214
T002113,E00303
T002113,E00743
T002113,E00404
T002114,E00587
T002114,E00044
T002114,E00371
T002114,E00685
T002115,E00412
T002115,E00311
T002115,E00358
T002115,E00426
T002116,E00781
T002116,E00450
T002117,E00439
T002117,E00733
T002117,E00063
T002117,E00392
T002117,E00241
T002117,E00489
T002117,E00122
T002117,E00529
T002117,E00304
T002117,E99242
T002117,E00766
T002117,E00236
T002117,E00451
T002117,E00377
T002117,E00256
T002117,E00117
T002117,E00473
T002117,E00323
T002118,E99746
T002118,E00600
T002118,E00075
T002118,E00538
T002118,E00691
T002119,E00141
T002119,E00598
T002119,E00496
T002119,E00108
T002119,E00455
T002119,E00602
T002119,E99857
T002119,E00106
T002119,E00012
T002119,E00720
T002119,E00454
T002119,E00585
T002119,E00004
T002119,E00567
T002119,E00667
T002119,E00081
T002119,E00694
T002119,E00393
T002120,E00149
T002120,E00193
T002120,E00570
T002120,E00039
T002120,E00376
T002120,E00755
T002120,E00671
T002120,E00395
T002120,E00278
T002120,E00047
T002121,E00621
T002121,E00408
T002121,E00495
T002121,E00535
T002121,E00771
T002121,E00703
T002121,E00043
T002121,E00198
T002122,E00715
T002122,E00403
T002122,E00324
T002122,E00737
T002122,E00475
T002122,E00127
T002122,E00264
T002122,E00528
T002123,E00322
T002123,E00363
T002123,E00629
T002123,E00413
T002123,E00785
T002123,E00327
T002123,E00281
T002123,E00109
T002124,E00727
T002125,E00130
T002125,E00784
T002125,E00608
T002125,E00146
T002125,E00553
T002125,E00195
T002125,E00554
T002125,E00074
T002126,E00552
T002126,E00100
T002126,E00562
T002126,E00036
T002126,E00028
T002126,E00317
T002126,E00320
T002126,E00188
T002127,E00060
T002127,E00257
T002127,E00055
T002127,E00586
T002127,E00139
T002127,E00729
T002127,E99011
T002127,E00262
T002128,E00402
T002129,E00169
T002129,E00145
T002129,E00501
T002129,E00635
T002130,E00005
T002130,E00339
T002130,E00263
T002130,E00606
T002131,E00101
T002131,E00305
T002131,E00002
T002131,E00617
T002132,E00794
T002132,E00168
T002132,E99820
T002132,E00189
T002133,E00494
T002133,E00770
T002133,E00110
T002133,E00098
T002134,E00757
T002134,E00505
T002134,E00103
T002134,E00526
T002135,E00640
T002135,E00645
T002135,E00414
T002135,E00013
T002136,E00479
T002137,E00599
T002137,E00684
T002137,E00224
T002137,E00516
T002137,E99157
T002137,E00054
T002137,E00701
T002137,E00387
T002137,E00746
T002137,E00158
T002137,E00015
T002137,E00017
T002137,E00692
T002137,E00165
T002137,E00118
T002137,E00799
T002137,E00294
T002137,E00030
T002138,E00275
T002138,E00206
T002138,E00019
T002138,E00646
T002138,E00006
T002139,E00164
T002139,E00793
T002139,E00180
T002139,E00776
T002139,E00566
T002139,E00502
T002139,E00648
T002139,E00434
T002140,E00290
T002140,E00624
T002140,E00053
T002140,E00658
T002140,E00592
T002140,E99134
T002140,E00227
T002140,E00200
T002141,E00708
T002141,E00719
T002141,E00620
T002141,E00151
T002141,E99901
T002141,E00590
T002141,E00391
T002141,E00467
T002142,E00174
T002142,E00121
T002142,E00576
T002142,E00386
T002142,E00306
T002142,E00170
T002143,E00540
T002143,E00057
T002143,E00595
T002143,E00078
T002144,E00072
T002144,E00225
T002144,E00792
T002144,E00120
T002145,E00042
T002145,E00753
T002145,E00384
T002145,E00470
T002146,E00353
T002146,E00609
T002146,E00390
T002146,E00204
T002147,E00575
T002147,E00344
T002147,E00401
T002147,E00293
T002148,E00050
T002148,E00705
T002148,E00490
T002148,E00334
T002149,E00476
T002149,E00061
T002149,E00202
T002149,E00634
T002150,E00682
T002150,E00427
T002150,E00416
T002151,E00095
T002151,E00355
T002151,E99528
T002151,E00379
T002151,E00654
T002151,E00104
T002151,E00560
T002151,E00574
T002151,E00373
T002151,E00115
T002151,E00488
T002151,E00346
T002151,E00226
T002151,E00521
T002151,E00696
T002151,E00069
T002151,E00642
T002151,E00228
T002152,E00653
T002153,E00255
T002153,E00084
T002153,E00351
T002153,E00568
T002153,E00610
T002153,E00796
T002153,E00559
T002153,E00123
T002153,E00167
T002153,E00372
T002153,E00062
T002153,E00349
T002153,E00156
T002153,E00251
T002153,E00628
T002154,E00026
T002154,E00418
T002154,E00221
T002154,E00008
T002154,E00594
T002154,E00316
T002154,E00735
T002154,E00679
T002155,E00580
T002155,E00201
T002155,E00649
T002155,E00420
T002155,E00219
T002155,E00239
T002156,E00775
T002156,E00254
T002156,E00083
T002156,E00650
T002156,E00233
T002156,E00360
T002156,E00035
T002156,E00270
T002157,E00417
T002157,E00046
T002157,E00314
T002157,E00342
T002157,E00307
T002157,E00021
T002157,E00321
T002157,E00523
T002158,E00548
T002158,E00411
T002158,E00041
T002158,E00350
T002158,E00289
T002158,E00085
T002159,E00356
T002159,E00514
T002159,E00474
T002159,E00296
T002160,E00748
T002160,E00113
T002160,E00367
T002160,E00612
T002161,E00091
T002161,E00394
T002161,E00179
T002161,E00375
T002162,E00288
T002162,E00107
T002162,E00029
T002162,E00366
T002163,E00312
T002163,E00210
T002163,E00558
T002163,E00071
T002164,E00374
T002164,E00763
T002164,E00550
T002164,E00712
T002164,E00711
T002164,E00088
T002164,E00734
T002164,E00790
T002164,E00663
T002164,E00099
T002164,E00040
T002164,E00601
T002164,E00765
T002164,E00563
T002164,E00090
T002164,E00148
T002164,E00504
T002164,E00522
T002165,E00248
T002165,E00461
T002165,E00310
T002166,E00786
T002166,E00780
T002166,E00194
T002166,E00656
T002166,E00437
T002166,E00207
T002166,E00341
T002166,E00740
T002167,E00238
T002167,E00518
T002167,E00588
T002167,E00157
T002167,E00657
T002167,E99742
T002167,E00246
T002167,E00383
T002168,E00749
T002168,E00232
T002169,E00690
T002169,E00686
T002169,E00632
T002169,E00114
T002170,E00284
T002170,E00760
T002170,E00025
T002170,E00397
T002171,E00639
T002171,E00331
T002171,E00209
T002171,E00578
T002172,E00280
T002173,E00051
T002173,E00267
T002173,E00773
T002173,E00003
T002173,E99497
T002173,E00647
T002173,E00762
T002173,E00460
T002173,E00199
T002173,E00016
T002173,E00252
T002173,E00077
T002173,E00178
T002173,E00129
T002173,E00337
T002173,E00125
T002173,E00253
T002173,E00018
T002174,E00688
T002174,E00409
T002174,E00009
T002174,E00406
T002174,E00297
T002174,E00660
T002174,E00258
T002174,E00779
T002174,E00273
T002174,E00565
T002174,E00191
T002174,E00398
T002174,E00605
T002174,E00325
T002174,E00497
T002174,E00086
T002174,E00230
T002174,E00752
T002175,E00459
T002175,E00333
T002175,E00783
T002175,E00556
T002175,E00329
T002175,E00800
T002175,E00630
T002175,E00038
T002175,E00161
T002176,E00087
T002176,E00731
T002176,E00265
T002176,E00767
T002176,E00631
T002176,E99581
T002176,E00315
T002176,E00702
T002176,E00689
T002176,E00789
T002176,E00448
T002176,E00577
T002176,E00693
T002176,E99284
T002176,E00153
T002176,E00596
T002176,E00536
T002176,E00732
T002177,E00524
T002177,E00080
T002177,E00335
T002177,E00456
T002177,E00515
T002177,E00798
T002177,E00542
T002177,E00218
T002177,E00607
T002177,E00388
T002177,E00037
T002177,E00597
T002177,E00756
T002177,E00096
T002177,E00033
T002177,E00022
T002177,E00723
T002177,E00579
T002178,E00716
T002178,E00052
T002178,E00759
T002178,E00272
T002178,E00680
T002178,E00159
T002178,E00482
T002179,E00282
T002179,E00185
T002179,E00173
T002179,E00678
T002179,E00443
T002179,E00260
T002179,E00675
T002179,E00730
T002180,E00751
T002180,E00532
T002180,E00124
T002180,E00469
T002180,E00154
T002180,E00706
T002180,E00176
T002180,E00699
T002181,E00564
T002181,E00126
T002181,E00259
T002181,E00134
T002181,E99042
T002181,E00616
T002181,E00500
T002181,E00364
T002182,E00465
T002182,E00758
T002182,E00382
T002182,E00011
T002182,E00444
T002182,E00619
T002182,E00240
T002182,E00661
T002183,E00137
T002183,E00551
T002183,E00769
T002183,E99638
T002183,E00438
T002183,E00581
T002183,E00338
T002184,E00704
T002184,E00503
T002184,E00183
T002184,E99485
T002184,E00541
T002184,E00111
T002184,E00407
T002184,E00741
T002185,E00665
T002185,E00463
T002185,E00213
T002185,E00298
T002185,E00520
T002185,E00362
T002185,E00131
T002185,E00797
T002186,E00340
T002186,E00348
T002186,E00546
T002186,E00644
T002186,E00269
T002186,E00097
T002186,E00056
T002186,E00203
T002187,E00744
T002187,E00234
T002187,E00432
T002187,E00493
T002187,E00299
T002187,E00247
T002187,E00419
T002187,E00468
T002188,E00673
T002188,E00014
T002188,E00143
T002188,E00190
T002188,E00020
T002188,E00032
T002188,E00301
T002188,E00359
T002189,E00750
T002190,E00319
T002190,E00266
T002190,E00070
T002190,E00007
T002191,E00286
T002191,E00172
T002191,E00485
T002191,E00283
T002192,E00271
T002192,E00105
T002192,E00059
T002192,E00718
T002193,E00477
T002193,E00507
T002193,E00415
T002193,E00010
T002194,E00471
T002194,E00425
T002194,E00093
T002194,E00615
T002195,E00330
T002195,E00687
T002195,E00369
T002195,E99579
T002196,E00421
T002196,E00453
T002196,E00486
T002196,E00155
T002197,E00128
T002197,E00211
T002197,E00517
T002197,E00573
T002198,E00480
T002198,E00714
T002198,E00215
T002198,E00472
T002199,E00593
T002199,E00583
T002199,E00777
T002200,E00152
T002200,E00440
T002200,E00237
T002200,E00112
T002200,E00709
T002200,E99708
T002200,E00603
T002200,E00669
T002200,E00674
T002200,E00670
T002200,E00166
T002200,E00787
T002200,E00725
T002200,E00768
T002200,E00519
T002200,E00544
T002200,E00508
T002200,E00582
T002201,E00492
T002201,E00539
T002201,E00446
T002201,E99038
T002201,E00295
T002201,E00625
T002201,E00626
T002201,E00726
T002201,E00094
T002201,E00618
T002201,E00217
T002201,E00683
T002201,E00422
T002201,E00499
T002201,E99027
T002201,E00484
T002201,E00308
T002201,E00399
T002202,E00292
T002202,E00076
T002202,E00429
T002202,E00435
T002202,E00431
T002202,E00651
T002202,E00150
T002202,E00279
T002202,E00309
T002202,E00276
T002202,E99579
T002202,E00512
T002202,E00187
T002203,E00447
T002203,E00285
T002203,E00300
T002203,E00223
T002203,E00511
T002203,E00537
T002203,E00220
T002203,E00133
T002204,E00048
T002204,E00250
T002204,E00136
T002204,E00235
T002204,E00175
T002204,E00196
T002204,E00666
T002204,E00171
T002205,E00721
T002205,E00487
T002205,E00249
T002205,E00652
T002205,E00370
T002205,E00345
T002205,E00162
T002205,E00433
T002206,E00449
T002206,E99504
T002206,E00633
